id,name,p_code,postal_code,ward_type,township_id:id,town_id:id,name_mm
vt_005037018,Phajet,MMR005037018,0201217,village_tract,township_005037,,ဖါကျက်
vt_005037019,Yojo,MMR005037019,0201218,village_tract,township_005037,,ယောကျော်
vt_005037020,Chenkok,MMR005037020,0201219,village_tract,township_005037,,ချိန်ကောက်
vt_005037021,Tolung,MMR005037021,0201220,village_tract,township_005037,,တော်လွန်း
vt_005037022,Lakkilongra,MMR005037022,0201221,village_tract,township_005037,,လပ်ကီးလုံရာ
vt_005037023,Santi,MMR005037023,0201222,village_tract,township_005037,,ဆန်တီး
vt_005037024,Rengkhu,MMR005037024,0201223,village_tract,township_005037,,ရိန်းခူး
vt_005037025,Kalun,MMR005037025,0201224,village_tract,township_005037,,ကာလွန်း
vt_005037026,Mikunokkom,MMR005037026,0201225,village_tract,township_005037,,မီကူးနောက်ကုန်း
vt_005037027,Jawangnokpok,MMR005037027,0201226,village_tract,township_005037,,ကျားဝမ်နောက်ပေါက်
vt_005037028,Toje,MMR005037028,0201227,village_tract,township_005037,,တော်ကျဲ
vt_005037029,Rangsi,MMR005037029,0201228,village_tract,township_005037,,ရန်စီ
vt_005037030,Lunnu,MMR005037030,0201229,village_tract,township_005037,,လွန်နူး
vt_005037031,Changpang,MMR005037031,0201230,village_tract,township_005037,,ချမ်ဗန်
vt_005037032,Kajichamyu,MMR005037032,0201231,village_tract,township_005037,,ကကြီးချမ်မြူ
vt_005037033,Dohi,MMR005037033,0201232,village_tract,township_005037,,ဒုံဟီး
vt_005037034,Hakhi,MMR005037034,0201233,village_tract,township_005037,,ဟခီး
vt_005037035,Lama,MMR005037035,0201234,village_tract,township_005037,,လားမား
vt_005037036,Ngaimong,MMR005037036,0201235,village_tract,township_005037,,ငိုင်မောင်း
vt_005037037,Lahong,MMR005037037,0201236,village_tract,township_005037,,လားဟောင်း
vt_005037038,Hasangkai,MMR005037038,0201237,village_tract,township_005037,,ဟဆန်းကိုင်
vt_005037039,Leklinkan,MMR005037039,0201238,village_tract,township_005037,,လိပ်လင်းကန်
vt_005037040,Nukpa,MMR005037040,0201239,village_tract,township_005037,,နှုတ်ပါ
vt_005037041,Potelanyu,MMR005037041,0201240,village_tract,township_005037,,ဗိုတဲလာနူး
vt_005037042,Hakhun,MMR005037042,0201241,village_tract,township_005037,,ဟခွန်း
vt_005037043,Hahong,MMR005037043,0201242,village_tract,township_005037,,ဟဟောင်
vt_005037044,Kolang,MMR005037044,0201243,village_tract,township_005037,,ကော်လန်း
vt_005037045,Hachunsa,MMR005037045,0201244,village_tract,township_005037,,ဟချွန်းဆား
vt_005037046,Hashiknoknyu,MMR005037046,0201245,village_tract,township_005037,,ဟရှိတ်နောက်ညူ
vt_005037047,Kesanboklung,MMR005037047,0201246,village_tract,township_005037,,ကဲဆန်ဘောက်လွန်း
vt_005037048,Kesansalim,MMR005037048,0201247,village_tract,township_005037,,ကဲဆန်ဆာလင်
vt_005037049,Rangnosanri,MMR005037049,0201248,village_tract,township_005037,,ရန်နောဆန်ရီ
vt_005037050,Chemmakoksangri,MMR005037050,0201249,village_tract,township_005037,,ချမ္မကောက်ဆန်ရီ
vt_005037051,Wankasungkho,MMR005037051,0201250,village_tract,township_005037,,ဝမ်ကဆွန်ခေါ်
vt_005037052,Juyang,MMR005037052,0201251,village_tract,township_005037,,ကြူယန်း
vt_005037053,Kesanlongjang,MMR005037053,0201252,village_tract,township_005037,,ကဲဆန်လောင်ကျန်
vt_005037054,Kayokonshwe,MMR005037054,0201253,village_tract,township_005037,,ကားရော်ကုန်ရွှေ
vt_005037055,Punsheng,MMR005037055,0201254,village_tract,township_005037,,ပွန်ရှိန်
vt_005037056,Shiknyu,MMR005037056,0201255,village_tract,township_005037,,ရှိတ်ညူ
vt_005037057,Yokun,MMR005037057,0201256,village_tract,township_005037,,ရော်ကွန်
vt_005037058,Shanghe,MMR005037058,0201257,village_tract,township_005037,,ရှန်ဟဲ
vt_005037059,Takai,MMR005037059,0201258,village_tract,township_005037,,တကိုင်း
vt_005037060,Nongyang,MMR005037060,0201259,village_tract,township_005037,,နောင်ယမ်း
vt_005037061,Takon (1),MMR005037061,0201260,village_tract,township_005037,,တကုံး (၁)
vt_005037062,Nongklu,MMR005037062,0201261,village_tract,township_005037,,နောင်ကလူး
vt_005037063,Nanlit,MMR005037063,0201262,village_tract,township_005037,,နန်လစ်
vt_005037064,Thaho 1,MMR005037064,0201263,village_tract,township_005037,,ထဟော (၁)
vt_005037065,Hulong,MMR005037065,0201264,village_tract,township_005037,,ဟူလောင်
vt_005037066,Lonlong,MMR005037066,0201265,village_tract,township_005037,,လုံလောင်း
vt_005037067,Waktham,MMR005037067,0201266,village_tract,township_005037,,ဝပ်ထမ်း
ward_005037701501,Shara Ward,MMR005037701501,0201001,ward,township_005037,town_005037701,ရှရရပ်ကွက်
ward_005037701502,Myo Ma Ward,MMR005037701502,0000nan,ward,township_005037,town_005037701,မြို့မရပ်ကွက်
ward_005037701503,Yoko Ward,MMR005037701503,0201003,ward,township_005037,town_005037701,ရောကောရပ်ကွက်
ward_005037702501,Ah Htet Ward,MMR005037702501,0260001,ward,township_005037,town_005037702,အထက်ရပ်ကွက်
ward_005037702502,Ah Lel Ward,MMR005037702502,0260002,ward,township_005037,town_005037702,အလယ်ရပ်ကွက်
ward_005037702503,Auk Ward,MMR005037702503,0260003,ward,township_005037,town_005037702,အောက်ရပ်ကွက်
ward_005037703501,Myo Ma Ward,MMR005037703501,0261001,ward,township_005037,town_005037703,မြို့မရပ်ကွက်
ward_005037703502,Me Tae Ward,MMR005037703502,0261002,ward,township_005037,town_005037703,မီတဲရပ်ကွက်
ward_005037703503,Htam Yone Ward,MMR005037703503,0261003,ward,township_005037,town_005037703,ထမ်ယုန်းရပ်ကွက်
vt_006001001,Za Har,MMR006001001,1401200,village_tract,township_006001,,ဇဟာ
vt_006001002,Tha Pyay Chaung,MMR006001002,1401201,village_tract,township_006001,,သပြေချောင်း
vt_006001003,Maung Mei Shaung,MMR006001003,1401202,village_tract,township_006001,,မောင်မယ်ရှောင်
vt_006001004,Za Lun,MMR006001004,1401203,village_tract,township_006001,,ဇလွန်း
vt_006001005,Ta Laing Taung,MMR006001005,1401204,village_tract,township_006001,,တလိုင်းတောင်
vt_006001006,Tha Byar,MMR006001006,1401205,village_tract,township_006001,,သဗျာ
vt_006001007,Pa Kar Ri,MMR006001007,1401206,village_tract,township_006001,,ပကာရီ
vt_006001008,Ah Nyar Hpyar,MMR006001008,1401207,village_tract,township_006001,,အညာဖျား
vt_006001009,Har Myin Gyi,MMR006001009,1401208,village_tract,township_006001,,ဟာမြင်းကြီး
vt_006001010,Wa Kone,MMR006001010,1401209,village_tract,township_006001,,ဝကုန်း
vt_006001011,Pyar Thar Chaung,MMR006001011,1401210,village_tract,township_006001,,ပျားသားချောင်း
vt_006001012,Kyauk Yat,MMR006001012,1401211,village_tract,township_006001,,ကျောက်ရပ်
vt_006001013,Shan Ma Twin,MMR006001013,1401212,village_tract,township_006001,,ရှမ္မတွင်း
vt_006001014,Ku Toet,MMR006001014,1401213,village_tract,township_006001,,ကူးတို့
vt_006001015,Ka Naing Dar,MMR006001015,1401214,village_tract,township_006001,,ကနိုင်းဒါ
vt_006001016,Shin Moke Tee,MMR006001016,1401215,village_tract,township_006001,,ရှင်မုတ္တီး
vt_006001017,Yaung Maw,MMR006001017,1401216,village_tract,township_006001,,ရောင်းမော်
vt_006001018,Ah Myar,MMR006001018,1401217,village_tract,township_006001,,အမြား
vt_006001019,Taung Thone Lone,MMR006001019,1401218,village_tract,township_006001,,တောင်သုံးလုံး
vt_006001020,Kyauk Me Taung,MMR006001020,1401219,village_tract,township_006001,,ကျောက်မဲတောင်
vt_006001021,Myay Khan Baw,MMR006001021,1401220,village_tract,township_006001,,မြေးခံဘော်
vt_006001022,Hein Dar,MMR006001022,1401221,village_tract,township_006001,,ဟိန္ဒား
vt_006001023,Hpaung Taw Gyi,MMR006001023,1401222,village_tract,township_006001,,ဖောင်းတောကြီး
vt_006001024,Ka Lit Gyi,MMR006001024,1401223,village_tract,township_006001,,ကလစ်ကြီး
vt_006001025,Sin Hpyu Taing,MMR006001025,1401224,village_tract,township_006001,,ဆင်ဖြူတိုင်
ward_006001701501,San Chi Ward,MMR006001701501,1401001,ward,township_006001,town_006001701,ဆန်းချီရပ်ကွက်
ward_006001701502,Oe Loke Ward,MMR006001701502,1401002,ward,township_006001,town_006001701,အိုးလုပ်ရပ်ကွက်
ward_006001701503,Ta Laing Htein Ward,MMR006001701503,1401003,ward,township_006001,town_006001701,တလိုင်းထိန်ရပ်ကွက်
ward_006001701504,Thin Baw Seik Ward,MMR006001701504,1401004,ward,township_006001,town_006001701,သင်္ဘောဆိပ်ရပ်ကွက်
ward_006001701505,Daung Ngu Ward,MMR006001701505,1401005,ward,township_006001,town_006001701,ဒေါင်းငူရပ်ကွက်
ward_006001701506,Kyet Sa Pyin Ward,MMR006001701506,1401006,ward,township_006001,town_006001701,ကြက်စားပြင်ရပ်ကွက်
ward_006001701507,Bon Maw Ward,MMR006001701507,1401007,ward,township_006001,town_006001701,ဘုမ္မော်ရပ်ကွက်
ward_006001701508,Za Yit Ward,MMR006001701508,1401008,ward,township_006001,town_006001701,ဇရစ်ရပ်ကွက်
ward_006001701509,Ka Nyon Ward,MMR006001701509,1401009,ward,township_006001,town_006001701,ကညုံရပ်ကွက်
ward_006001701510,Pein Hne Taw Ward,MMR006001701510,1401010,ward,township_006001,town_006001701,ပိန္နဲတောရပ်ကွက်
ward_006001701511,Ah Nauk Myo Twin Ward,MMR006001701511,1401011,ward,township_006001,town_006001701,အနောက်မြို့တွင်းရပ်ကွက်
ward_006001701512,Byaw Taw Wa Ward,MMR006001701512,1401012,ward,township_006001,town_006001701,ဗျောတောဝရပ်ကွက်
ward_006001701513,Kyauk  Maw Ward,MMR006001701513,1401013,ward,township_006001,town_006001701,ကျောက်မော်ရပ်ကွက်
ward_006001701514,Htein Thit Ward,MMR006001701514,1401014,ward,township_006001,town_006001701,ထိန်သစ်ရပ်ကွက်
ward_006001701515,Sin Seik Ward,MMR006001701515,1401015,ward,township_006001,town_006001701,ဆင်ဆိပ်ရပ်ကွက်
ward_006001702501,No (1) Ward,MMR006001702501,1460001,ward,township_006001,town_006001702,အမှတ် (၁) ရပ်ကွက်
ward_006001702502,No (2) Ward,MMR006001702502,1460002,ward,township_006001,town_006001702,အမှတ် (၂) ရပ်ကွက်
ward_006001702503,No (3) Ward,MMR006001702503,1460003,ward,township_006001,town_006001702,အမှတ် (၃) ရပ်ကွက်
vt_006002001,Pyin Htein,MMR006002001,1404200,village_tract,township_006002,,ပြင်းထိန်
vt_006002002,Way Di,MMR006002002,1404201,village_tract,township_006002,,ဝေဒီ
vt_006002003,Ka Nyon Kyun,MMR006002003,1404202,village_tract,township_006002,,ကညုံကျွန်း
vt_006002004,Tha Byar,MMR006002004,1404203,village_tract,township_006002,,သဗျာ
vt_006002005,Inn Zauk,MMR006002005,1404204,village_tract,township_006002,,အင်းဇောက်
vt_006002006,Pan Da Le,MMR006002006,1404205,village_tract,township_006002,,ပန်းဒလဲ
vt_006002007,Ywar Haung Wa,MMR006002007,1404206,village_tract,township_006002,,ရွာဟောင်းဝ
vt_006002008,Min Yat,MMR006002008,1404207,village_tract,township_006002,,မင်းရပ်
vt_006002009,Lay Thun Khan,MMR006002009,1404208,village_tract,township_006002,,လေးသွန်းခံ
vt_006002010,Sit Pyea,MMR006002010,1404209,village_tract,township_006002,,စစ်ပြဲ
vt_006002011,Nyin Maw,MMR006002011,1404210,village_tract,township_006002,,ညင်းမော်
vt_006002012,Ti Zit,MMR006002012,1404211,village_tract,township_006002,,တီဇစ်
vt_006002013,San Hlan,MMR006002013,1404212,village_tract,township_006002,,စမ်းလှမ်း
vt_006002014,Pa Nyit,MMR006002014,1404213,village_tract,township_006002,,ပညစ်
vt_006002015,Auk Yae Hpyu,MMR006002015,1404214,village_tract,township_006002,,အောက်ရေဖြူ
vt_006002016,Ka Htaung Ni,MMR006002016,1404215,village_tract,township_006002,,ကထောင်းနီ
vt_006002017,Ka Det Gyi (Khun Hnit Thein),MMR006002017,1404216,village_tract,township_006002,,ကဒက်ကြီး (၇-သိန်)
vt_006002018,Pyin Kyaung,MMR006002018,1404217,village_tract,township_006002,,ပြင်ကျောင်း
vt_006002019,Kyet Yet Twin,MMR006002019,1404218,village_tract,township_006002,,ကြက်ယက်တွင်း
vt_006002020,Maung Ma Kan,MMR006002020,1404219,village_tract,township_006002,,မောင်းမကန်
vt_006002021,Ka Det Nge Seik,MMR006002021,1404220,village_tract,township_006002,,ကဒက်ငယ်ဆိပ်
vt_006002022,Kyauk Sin,MMR006002022,1404221,village_tract,township_006002,,ကျောက်ဆင်
vt_006002023,Pan Det Inn,MMR006002023,1404222,village_tract,township_006002,,ပန်းဒက်အင်း
vt_006002024,Thar Yar Kone,MMR006002024,1404223,village_tract,township_006002,,သာယာကုန်း
vt_006002025,Ka Myaw Gyi,MMR006002025,1404224,village_tract,township_006002,,ကမြောကြီး
vt_006002026,Myo Haung,MMR006002026,1404225,village_tract,township_006002,,မြို့ဟောင်း
vt_006002027,Taung Min Pyaung,MMR006002027,1404226,village_tract,township_006002,,တောင်မင်းပြောင်
vt_006002028,Kha Maung Taung,MMR006002028,1404227,village_tract,township_006002,,ခမောင်းတောင်
vt_006002029,Sa Khan Gyi,MMR006002029,1404228,village_tract,township_006002,,စခန်းကြီး
vt_006002030,Na Khan Taw,MMR006002030,1404229,village_tract,township_006002,,နခံတော
vt_006002031,Ka Myaw Kin,MMR006002031,1404230,village_tract,township_006002,,ကမြောကင်း
vt_006002032,Tha Kyet Taw,MMR006002032,1404231,village_tract,township_006002,,သကျက်တော
vt_006002033,Taw Kye,MMR006002033,1404232,village_tract,township_006002,,တောကျဲ
vt_006002034,Tha Pyay Shaung,MMR006002034,1404233,village_tract,township_006002,,သပြေရှောင်
vt_006002035,Pyin Gyi Kyun,MMR006002035,1404234,village_tract,township_006002,,ပြင်ကြီးကျွန်း
vt_006002036,Za Lut,MMR006002036,1404235,village_tract,township_006002,,ဇလွတ်
vt_006002037,Kyauk Twin,MMR006002037,1404236,village_tract,township_006002,,ကျောက်တွင်း
vt_006002038,Kyauk Mat Tat,MMR006002038,1404237,village_tract,township_006002,,ကျောက်မတ်တတ်
vt_006002039,Kyauk Wut Pyin,MMR006002039,1404238,village_tract,township_006002,,ကျောက်ဝပ်ပြင်
vt_006002040,Kyauk Ni Maw,MMR006002040,1404239,village_tract,township_006002,,ကျောက်နီမော်
vt_006002041,Auk Kyauk Wut,MMR006002041,1404240,village_tract,township_006002,,အောက်ကျောက်ဝပ်
ward_006002701501,(Ka Gyi) Ward,MMR006002701501,1404001,ward,township_006002,town_006002701,(က) ရပ်ကွက်
ward_006002701502,(Kha Gway) Ward,MMR006002701502,1404002,ward,township_006002,town_006002701,(ခ) ရပ်ကွက်
ward_006002701503,(Ga Nge) Ward,MMR006002701503,1404003,ward,township_006002,town_006002701,(ဂ) ရပ်ကွက်
ward_006002701504,(Ga Gyi) Ward,MMR006002701504,1404004,ward,township_006002,town_006002701,(ဃ) ရပ်ကွက်
vt_006003001,Ka Zi Ta Dar U,MMR006003001,1403200,village_tract,township_006003,,ကဇိတံတားဦး
vt_006003002,Pein Taw,MMR006003002,1403201,village_tract,township_006003,,ပိန်းတော
vt_006003003,Pan Chi Shaung,MMR006003003,1403202,village_tract,township_006003,,ပန်းချီရှောင်
vt_006003004,Oke Tu,MMR006003004,1403203,village_tract,township_006003,,ဥတ္တူ
vt_006003005,Tha Yet Hnit Khwa,MMR006003005,1403204,village_tract,township_006003,,သရက်နှစ်ခွ
vt_006003006,Thin Kyun,MMR006003006,1403205,village_tract,township_006003,,သင်းကျွန်း
vt_006003007,Yan Taung,MMR006003007,1403206,village_tract,township_006003,,ရန်တောင်
vt_006003008,Nyaung Zin,MMR006003008,1403207,village_tract,township_006003,,ညောင်ဇင်
vt_006003009,Kyar Inn,MMR006003009,1403208,village_tract,township_006003,,ကြာအင်း
vt_006003010,Kin Shey,MMR006003010,1403209,village_tract,township_006003,,ကင်းရှေ့
vt_006003011,Saw Hpyar,MMR006003011,1403210,village_tract,township_006003,,စော်ဖျား
vt_006003012,Pa Dat Chaung,MMR006003012,1403211,village_tract,township_006003,,ပဒတ်ချောင်း
vt_006003013,Ti Tut Pyin,MMR006003013,1403212,village_tract,township_006003,,တီတွတ်ပြင်
vt_006003014,Ein Shey Pyin,MMR006003014,1403213,village_tract,township_006003,,အိမ်ရှေ့ပြင်
vt_006003015,Sin Ku,MMR006003015,1403214,village_tract,township_006003,,ဆင်ကူး
vt_006003016,La Ba,MMR006003016,1403215,village_tract,township_006003,,လဘ
vt_006003017,Pyin Hpyu Gyi,MMR006003017,1403216,village_tract,township_006003,,ပြင်းဖြူကြီး
vt_006003018,Son Sin,MMR006003018,1403217,village_tract,township_006003,,စုံစင်
vt_006003019,Pyin Hpyu Thar,MMR006003019,1403218,village_tract,township_006003,,ပြင်းဖြူသား
vt_006003020,Chaung Wa Pyin,MMR006003020,1403219,village_tract,township_006003,,ချောင်းဝပြင်
vt_006003021,Yae Cho Chaung,MMR006003021,1403220,village_tract,township_006003,,ရေချိုချောင်း
vt_006003022,Gon Hnyin Seik,MMR006003022,1403221,village_tract,township_006003,,ဂုံညှင်းဆိပ်
vt_006003023,Ya Nge,MMR006003023,1403222,village_tract,township_006003,,ရငဲ
vt_006003024,Ka Myaing,MMR006003024,1403223,village_tract,township_006003,,ကမြိုင်
vt_006003025,Min Dat,MMR006003025,1403224,village_tract,township_006003,,မင်းဒပ်
vt_006003026,Kywe Min Kone,MMR006003026,1403225,village_tract,township_006003,,ကျွဲမင်းကုန်း
vt_006003027,Ka Net Thi Ri,MMR006003027,1403226,village_tract,township_006003,,ကနက်သီရိ
vt_006003028,Mei Ke,MMR006003028,1403227,village_tract,township_006003,,မယ်ကဲ
vt_006003029,Thea Chaung Gyi,MMR006003029,1403228,village_tract,township_006003,,သဲချောင်းကြီး
vt_006003030,Kayin Taung Pyauk,MMR006003030,1403229,village_tract,township_006003,,ကရင်တောင်ပျောက်
vt_006003031,Yae Pu,MMR006003031,1403230,village_tract,township_006003,,ရေပူ
vt_006003032,Ka Twe,MMR006003032,1403231,village_tract,township_006003,,ကတွဲ
vt_006003033,Ka Nyin Chaung,MMR006003033,1403232,village_tract,township_006003,,ကညင်ချောင်း
vt_006003034,Auk Tha Yet Chaung,MMR006003034,1403233,village_tract,township_006003,,အောက်သရက်ချောင်း
vt_006003035,Pa Dauk,MMR006003035,1403234,village_tract,township_006003,,ပဒေါက်
vt_006003036,Kyauk Se,MMR006003036,1403235,village_tract,township_006003,,ကျောက်ဆည်
vt_006003037,Myanmar Pa Awt,MMR006003037,1403236,village_tract,township_006003,,မြန်မာပအော့
vt_006003038,Ait Ait (Kayin Pa Awt),MMR006003038,1403237,village_tract,township_006003,,အစ်အစ် (ကရင်ပအော့)
vt_006003039,Pe Det,MMR006003039,1403238,village_tract,township_006003,,ပဲဒက်
ward_006003701501,Maw Shi Kone Ward,MMR006003701501,1403001,ward,township_006003,town_006003701,မော်ရှီကုန်းရပ်ကွက်
ward_006003701502,Kyauk Myaung Ward,MMR006003701502,1403002,ward,township_006003,town_006003701,ကျောက်မြောင်းရပ်ကွက်
ward_006003701503,Tha Yet Chaung Ward,MMR006003701503,1403003,ward,township_006003,town_006003701,သရက်ချောင်းရပ်ကွက်
ward_006003701504,Pan Taw Ward,MMR006003701504,1403004,ward,township_006003,town_006003701,ပန်းတောရပ်ကွက်
ward_006003701505,Sin Hpyu Pyin Ward,MMR006003701505,1403005,ward,township_006003,town_006003701,ဆင်ဖြူပြင်ရပ်ကွက်
vt_006004001,Pale Ku,MMR006004001,1402200,village_tract,township_006004,,ပုလဲကူ
vt_006004002,Ya Laing,MMR006004002,1402201,village_tract,township_006004,,ရလိုင်
vt_006004003,Pu Gaw Zun,MMR006004003,1402202,village_tract,township_006004,,ပုဂေါဇွန်း
vt_006004004,Nat Twin,MMR006004004,1402203,village_tract,township_006004,,နတ်တွင်း
vt_006004005,Thit To Htaunt,MMR006004005,1402204,village_tract,township_006004,,သစ်တိုထောင့်
vt_006004006,Kyauk Ka Nyar,MMR006004006,1402205,village_tract,township_006004,,ကျောက်ကညာ
vt_006004007,Ta Laing Yar,MMR006004007,1402206,village_tract,township_006004,,တလိုင်းယာ
vt_006004008,Nyin Htwe,MMR006004008,1402207,village_tract,township_006004,,ညင်းထွေး
vt_006004009,Pein Shaung,MMR006004009,1402208,village_tract,township_006004,,ပိန်းရှောင်
vt_006004010,U Tha Ran,MMR006004010,1402209,village_tract,township_006004,,ဥဿရံ
vt_006004011,Kyauk Htaunt,MMR006004011,1402210,village_tract,township_006004,,ကျောက်ထောင့်
vt_006004012,Wun Hpoet,MMR006004012,1402211,village_tract,township_006004,,ဝန်ဖို့
vt_006004013,Na Bu Lel,MMR006004013,1402212,village_tract,township_006004,,နဘုလယ်
vt_006004014,Le Shaung,MMR006004014,1402213,village_tract,township_006004,,လဲရှောင်
vt_006004015,Aye Ka Ni,MMR006004015,1402214,village_tract,township_006004,,ဧကနိ
vt_006004016,Pa Ra Dat,MMR006004016,1402215,village_tract,township_006004,,ပရဒတ်
vt_006004017,Mu Du,MMR006004017,1402216,village_tract,township_006004,,မူးဒူး
vt_006004018,Zar Di,MMR006004018,1402217,village_tract,township_006004,,ဇာဒီ
vt_006004019,Hpaung Taw,MMR006004019,1402218,village_tract,township_006004,,ဖောင်းတော
vt_006004020,Thea Chaung,MMR006004020,1402219,village_tract,township_006004,,သဲချောင်း
vt_006004021,Ohn Pin Kwin,MMR006004021,1402220,village_tract,township_006004,,အုန်းပင်ကွင်း
vt_006004022,Kywe Thone Nyi Ma,MMR006004022,1402221,village_tract,township_006004,,ကျွဲသုံးညီမ
vt_006004023,Ein Da Rar Zar,MMR006004023,1402222,village_tract,township_006004,,အိန္ဒရာဇာ
vt_006004024,Nat Gyi Sin,MMR006004024,1402223,village_tract,township_006004,,နတ်ကြီးစင်
vt_006004025,Min Thar,MMR006004025,1402224,village_tract,township_006004,,မင်းသား
vt_006004026,Kan Pauk,MMR006004026,1402225,village_tract,township_006004,,ကံပေါက်
vt_006004027,Hpar Chaung,MMR006004027,1402226,village_tract,township_006004,,ဖားချောင်း
vt_006004028,Hnan Kye,MMR006004028,1402227,village_tract,township_006004,,နှမ်းကြဲ
vt_006004029,Kayin Shin Ta Bi,MMR006004029,1402228,village_tract,township_006004,,ကရင်ရှင်တဘီ
vt_006004030,Kyauk Shat,MMR006004030,1402229,village_tract,township_006004,,ကျောက်ရှပ်
vt_006004031,Zin Bar,MMR006004031,1402230,village_tract,township_006004,,ဇင်းဘာ
vt_006004032,Rar Hpu,MMR006004032,1402231,village_tract,township_006004,,ရာဖူး
vt_006004033,Mi Kyaung Hlaung,MMR006004033,1402232,village_tract,township_006004,,မိချောင်းလှောင်း
vt_006004034,Lawt Thaing,MMR006004034,1402233,village_tract,township_006004,,လော့သိုင်း
ward_006004701501,Myo Ma (Ka Gyi) Ward,MMR006004701501,1402001,ward,township_006004,town_006004701,မြို့မ (က) ရပ်ကွက်
ward_006004701502,Myo Ma (Kha Gway) Ward,MMR006004701502,1402002,ward,township_006004,town_006004701,မြို့မ (ခ) ရပ်ကွက်
ward_006004701503,Myo Ma (Ga Nge) Ward,MMR006004701503,1402003,ward,township_006004,town_006004701,မြို့မ (ဂ) ရပ်ကွက်
ward_006004701504,Myo Ma (Ga Gyi) Ward,MMR006004701504,1402004,ward,township_006004,town_006004701,မြို့မ (ဃ) ရပ်ကွက်
ward_006004702501,No (1) Ward,MMR006004702501,1461001,ward,township_006004,town_006004702,အမှတ် (၁) ရပ်ကွက်
ward_006004702502,No (2) Ward,MMR006004702502,1461002,ward,township_006004,town_006004702,အမှတ် (၂) ရပ်ကွက်
ward_006004702503,No (3) Ward,MMR006004702503,1461003,ward,township_006004,town_006004702,အမှတ် (၃) ရပ်ကွက်
ward_006004702504,No (4) Ward,MMR006004702504,1461004,ward,township_006004,town_006004702,အမှတ် (၄) ရပ်ကွက်
vt_006005001,Myeik Taung,MMR006005001,1405200,village_tract,township_006005,,မြိတ်တောင်
vt_006005002,Ka Lwin,MMR006005002,1405201,village_tract,township_006005,,ကလွင်
vt_006005003,In Ga Maw,MMR006005003,1405202,village_tract,township_006005,,အင်္ဂမော်
vt_006005004,San Da Wut,MMR006005004,1405203,village_tract,township_006005,,စန္ဒဝတ်
vt_006005005,Pyin Nge,MMR006005005,1405204,village_tract,township_006005,,ပြင်းငယ်
vt_006005006,Ka Han,MMR006005006,1405205,village_tract,township_006005,,ကဟန်း
vt_006005007,Sa Lun,MMR006005007,1405206,village_tract,township_006005,,စလွန်း
vt_006005008,Min Than,MMR006005008,1405207,village_tract,township_006005,,မင်းသန်း
vt_006005009,Pa Thaung,MMR006005009,1405208,village_tract,township_006005,,ပသောင်း
vt_006005010,Ma Zaw,MMR006005010,1405209,village_tract,township_006005,,မဇော
vt_006005011,Tone Byaw,MMR006005011,1405210,village_tract,township_006005,,တုံးဗျော
vt_006005012,Taung Shey,MMR006005012,1405211,village_tract,township_006005,,တောင်းရှည်
vt_006005013,Ta Nyet (Ku Lar),MMR006005013,1405212,village_tract,township_006005,,တညက် (ကုလား)
vt_006005014,Ta Nyet (Kayin),MMR006005014,1405213,village_tract,township_006005,,တညက် (ကရင်)
vt_006005015,Ah Lel Chaung,MMR006005015,1405214,village_tract,township_006005,,အလယ်ချောင်း
vt_006005016,Pin Oh,MMR006005016,1405215,village_tract,township_006005,,ပင်းအို
vt_006005017,Tha But,MMR006005017,1405216,village_tract,township_006005,,သဘွတ်
vt_006005018,Tha Moke,MMR006005018,1405217,village_tract,township_006005,,သမုတ်
vt_006005019,Thit Yar Wa,MMR006005019,1405218,village_tract,township_006005,,သစ်ယာဝ
vt_006005020,Pa Sut,MMR006005020,1405219,village_tract,township_006005,,ပဆွပ်
vt_006005021,Pa Pyin,MMR006005021,1405220,village_tract,township_006005,,ပပြင်
vt_006005022,Kyauk Hpyar,MMR006005022,1405221,village_tract,township_006005,,ကျောက်ဖျာ
ward_006005701501,Nauk Lel Ward,MMR006005701501,1405001,ward,township_006005,town_006005701,နောက်လယ်ရပ်ကွက်
ward_006005701502,Ta Laing Su Ward,MMR006005701502,1405002,ward,township_006005,town_006005701,တလိုင်းစုရပ်ကွက်
ward_006005701503,Seik Nge Ward,MMR006005701503,1405003,ward,township_006005,town_006005701,ဆိပ်ငယ်ရပ်ကွက်
ward_006005701504,Zay Tan Ward,MMR006005701504,1405004,ward,township_006005,town_006005701,ဈေးတန်းရပ်ကွက်
ward_006005701505,Kan Khaung Ward,MMR006005701505,1405005,ward,township_006005,town_006005701,ကန်ခေါင်းရပ်ကွက်
ward_006005701506,Myit Nge Ward,MMR006005701506,1405006,ward,township_006005,town_006005701,မြစ်ငယ်ရပ်ကွက်
ward_006005701507,Dawei Su Ward,MMR006005701507,1405007,ward,township_006005,town_006005701,ထားဝယ်စုရပ်ကွက်
ward_006005701508,Kan Gyi Ward,MMR006005701508,1405008,ward,township_006005,town_006005701,ကန်ကြီးရပ်ကွက်
ward_006005701509,Yae Pone Ward,MMR006005701509,1405009,ward,township_006005,town_006005701,ရေပုန်းရပ်ကွက်
ward_006005701510,Kan Hpyar Ward,MMR006005701510,1405010,ward,township_006005,town_006005701,ကန်ဖျားရပ်ကွက်
ward_006005701511,Ah Lel Kyun Ward,MMR006005701511,1405011,ward,township_006005,town_006005701,အလယ်ကျွန်းရပ်ကွက်
