id,name,code,township_id:id,name_mm
town_014002702,Nang Pang Town,MMR014002702,township_014002,နန်းပန်
town_014003701,Hopong Town,MMR014003701,township_014003,ဟိုပုံး
town_014004701,Hsihseng Town,MMR014004701,township_014004,ဆီဆိုင်
town_014005701,Kalaw Town,MMR014005701,township_014005,ကလော
town_014005702,Aungpan Town,MMR014005702,township_014005,အောင်ပန်း
town_014005703,He Hoe Town,MMR014005703,township_014005,ဟဲဟိုး
town_014006701,Pindaya Town,MMR014006701,township_014006,ပင်းတယ
town_014007701,Ywangan Town,MMR014007701,township_014007,ရွာငံ
town_014008701,Lawksawk Town,MMR014008701,township_014008,ရပ်စောက်
town_014008702,Intaw Town,MMR014008702,township_014008,အင်တော
town_014009701,Pinlaung Town,MMR014009701,township_014009,ပင်လောင်း
town_014009702,Naungtayar Town,MMR014009702,township_014009,နောင်တရား
town_014009703,Pawng Lawng Town,MMR014009703,township_014009,ပေါင်းလောင်း
town_014010701,Pekon Town,MMR014010701,township_014010,ဖယ်ခုံ
town_014011701,Loilen Town,MMR014011701,township_014011,လွိုင်လင်
town_014011702,Pinlon Town,MMR014011702,township_014011,ပင်လုံ
town_014012701,Laihka Town,MMR014012701,township_014012,လဲချား
town_014013701,Nansang Town,MMR014013701,township_014013,နမ့်စန်
town_014013702,Kho Lam Town,MMR014013702,township_014013,ခိုလမ်
town_014014701,Kunhing Town,MMR014014701,township_014014,ကွန်ဟိန်း
town_014014702,Kar Li Town,MMR014014702,township_014014,ကာလိ
town_014015701,Kyethi Town,MMR014015701,township_014015,ကျေးသီး
town_014015702,Mongnawng Town,MMR014015702,township_014015,မိုင်းနောင်
town_014016701,Mongkaing Town,MMR014016701,township_014016,မိုင်းကိုင်
town_014017701,Monghsu Town,MMR014017701,township_014017,မိုင်းရှူး
town_014017702,Mongsan (Hmonesan) Town,MMR014017702,township_014017,မိုင်းစံ (မုန်းဆန်း)
town_014018701,Langkho Town,MMR014018701,township_014018,လင်းခေး
town_014018702,Homein Town,MMR014018702,township_014018,ဟိုမိန်း
town_014019701,Mongnai Town,MMR014019701,township_014019,မိုးနဲ
town_014019702,Kengtawng Town,MMR014019702,township_014019,ကျိုင်းတောင်း
town_014020701,Mawkmai Town,MMR014020701,township_014020,မောက်မယ်
town_014021701,Mongpan Town,MMR014021701,township_014021,မိုင်းပန်
town_015001701,Lashio Town,MMR015001701,township_015001,လားရှိုး
town_015002701,Hseni Town,MMR015002701,township_015002,သိန္နီ
town_015003701,Mongyai Town,MMR015003701,township_015003,မိုင်းရယ်
town_015004701,Tangyan Town,MMR015004701,township_015004,တန့်ယန်း
town_015005701,Pangsang (Panghkam) Town,MMR015005701,township_015005,ပန်ဆန်း (ပန်ခမ်း)
town_015005702,Man Kan Town,MMR015005702,township_015005,မန်ကန်
town_015006701,Narphan Town,MMR015006701,township_015006,နားဖန်
town_015007701,Pangwaun Town,MMR015007701,township_015007,ပန်ဝိုင်
town_015008701,Mongmao Town,MMR015008701,township_015008,မိုင်းမော
town_015009701,Muse Town,MMR015009701,township_015009,မူဆယ်
town_015009702,Monekoe Town,MMR015009702,township_015009,မုန်းကိုး
town_015009703,Manhlyoe (Manhero) Town,MMR015009703,township_015009,(မန်ဟျိုး) မန်ဟီးရိုး
town_015009704,Pang Hseng (Kyu Koke) Town,MMR015009704,township_015009,ပန်ဆိုင်း (ကြူကုတ်)
town_015010701,Namhkan Town,MMR015010701,township_015010,နမ့်ခမ်း
town_015011701,Kutkai Town,MMR015011701,township_015011,ကွတ်ခိုင်
town_015011702,Tarmoenye Town,MMR015011702,township_015011,တာမိုးညဲ
town_015012701,Kyaukme Town,MMR015012701,township_015012,ကျောက်မဲ
town_015012702,Mongngawt Town,MMR015012702,township_015012,မိုင်းငေါ့
town_015012703,Monglon Town,MMR015012703,township_015012,မိုင်းလုံ
town_015013701,Nawnghkio Town,MMR015013701,township_015013,နောင်ချို
town_015014701,Hsipaw Town,MMR015014701,township_015014,သီပေါ
town_015015701,Namtu Town,MMR015015701,township_015015,နမ္မတူ
town_015016701,Namhsan Town,MMR015016701,township_015016,နမ့်ဆန်
town_015017701,Mongmit Town,MMR015017701,township_015017,မိုးမိတ်
town_015018701,Mabein Town,MMR015018701,township_015018,မဘိမ်း
town_015019701,Manton Town,MMR015019701,township_015019,မန်တုံ
town_015020701,Kunlong Town,MMR015020701,township_015020,ကွမ်းလုံ
town_015021701,Hopang Town,MMR015021701,township_015021,ဟိုပန်
town_015021702,Namtit Town,MMR015021702,township_015021,နမ့်တစ်
town_015021703,Pan Lon Town,MMR015021703,township_015021,ပန်လုံ
town_015022701,Laukkaing Town,MMR015022701,township_015022,လောက်ကိုင်
town_015022702,Chinshwehaw Town,MMR015022702,township_015022,ချင်းရွှေဟော်
town_015023701,Konkyan Town,MMR015023701,township_015023,ကုန်းကြမ်း
town_015023702,Maw Hteik Town,MMR015023702,township_015023,​မော်ထိုက်
town_015024701,Matman Town,MMR015024701,township_015024,မက်မန်း
town_015301701,Nam Tit Town,MMR015301701,township_015301,နမ့်တစ်
town_015302701,Nar Wee (Na Wi) Town,MMR015302701,township_015302,နာဝီး
town_015303701,Man Tun Town,MMR015303701,township_015303,မန်တွန်း
town_015304702,Mong Maw Town,MMR015304702,township_015304,မိုင်းမော
town_015305701,Hsawng Hpa (Saun Pha) Town,MMR015305701,township_015305,ဆောင်ဖ
town_015306701,Hkun Mar (Hkwin Ma) Town,MMR015306701,township_015306,ခွန်းမား
town_015307701,Long Htan Town,MMR015307701,township_015307,လုံထန်
town_015308701,Yawng Lin Town,MMR015308701,township_015308,ယောင်လင်း
town_015309701,Lin Haw Town,MMR015309701,township_015309,လင်ဟော်
town_015310701,Ka Lawng Hpar Town,MMR015310701,township_015310,ကလောင်ဖါ
town_015311701,Aik Chan (Ai' Chun) Town,MMR015311701,township_015311,အိုက်ချန်
town_015312701,Yin Pang Town,MMR015312701,township_015312,ရင်ဖန့်
town_015313701,Man Man Hseng Town,MMR015313701,township_015313,မန်မန်ဆိုင်
town_015314701,Nawng Hkit Town,MMR015314701,township_015314,နောင်ခစ်
town_015314702,Wein Kawn Town,MMR015314702,township_015314,ဝိန်းကောင်
town_015315701,Nam Hkam Wu Town,MMR015315701,township_015315,နမ်ခမ်းဝူး
town_015316701,Nar Kawng Town,MMR015316701,township_015316,နားကောင်
town_015317701,Pang Hkam Town,MMR015317701,township_015317,ပန်ခမ့်
town_015318701,Pang Yang Town,MMR015318701,township_015318,ပန်ယန်း
town_016001701,Kengtung Town,MMR016001701,township_016001,ကျိုင်းတုံ
town_016002701,Mongkhet Town,MMR016002701,township_016002,မိုင်းခတ်
town_016003701,Mongyang Town,MMR016003701,township_016003,မိုင်းယန်း
town_016003702,Mongpauk Town,MMR016003702,township_016003,မိုင်းပေါက်
town_016005701,Mongla Town,MMR016005701,township_016005,မိုင်းလား
town_016006701,Monghsat Town,MMR016006701,township_016006,မိုင်းဆတ်
town_016006702,Mongkhoke Town,MMR016006702,township_016006,မိုင်းခုတ်
town_016007701,Mongping Town,MMR016007701,township_016007,မိုင်းပျဉ်း
town_016007702,Tontar Town,MMR016007702,township_016007,တုံတာ
town_016008701,Mongton Town,MMR016008701,township_016008,မိုင်းတုံ
town_016008702,Ponparkyin Town,MMR016008702,township_016008,ပုံပါကျင်
town_016008703,Hmone Hta Town,MMR016008703,township_016008,မုံးထ
town_016009701,Tachileik Town,MMR016009701,township_016009,တာချီလိတ်
town_016009702,Kenglat Town,MMR016009702,township_016009,ကျိုင်းလပ်
town_016009703,Tarlay Town,MMR016009703,township_016009,တာလေ
town_016010701,Monghpyak Town,MMR016010701,township_016010,မိုင်းဖြတ်
town_016011701,Mongyawng Town,MMR016011701,township_016011,မိုင်းယောင်း
town_016011702,Mongyu Town,MMR016011702,township_016011,မိုင်းယု
town_016319701,Mong Hpen Town,MMR016319701,township_016319,မိုင်းဖျန်
town_016320701,Ho Tawng (Ho Tao) Town,MMR016320701,township_016320,ဟိုတောင်း
town_016321701,Mong Pawk Town,MMR016321701,township_016321,မိုင်းပေါက်
town_016322701,Mong Kar Town,MMR016322701,township_016322,မိုင်းကာ
town_016323701,Nam Hpai Town,MMR016323701,township_016323,နမ့်ဖိုင်
town_017001701,Pathein Town,MMR017001701,township_017001,ပုသိမ်
town_017001702,Shwethaungyan Town,MMR017001702,township_017001,ရွှေသောင်ယံ
town_017001703,Ngwesaung Town,MMR017001703,township_017001,ငွေဆောင်
town_017001704,Chaung Thar Town,MMR017001704,township_017001,ချောင်းသာ
town_017002701,Kangyidaunt Town,MMR017002701,township_017002,ကန်ကြီးထောင့်
town_017003701,Thabaung Town,MMR017003701,township_017003,သာပေါင်း
town_017004701,Ngapudaw Town,MMR017004701,township_017004,ငပုတော
town_017004702,Ngayokekaung Town,MMR017004702,township_017004,ငရုတ်ကောင်း
town_017004703,Hainggyikyun Town,MMR017004703,township_017004,ဟိုင်းကြီးကျွန်း
town_017005701,Kyonpyaw Town,MMR017005701,township_017005,ကျုံပျော်
town_017005702,Ahtaung Town,MMR017005702,township_017005,အထောင်
town_017006701,Yegyi Town,MMR017006701,township_017006,ရေကြည်
town_017006702,Ngathaingchaung Town,MMR017006702,township_017006,ငသိုင်းချောင်း
town_017006703,Ahthoke Town,MMR017006703,township_017006,အသုတ်
town_017007701,Kyaunggon Town,MMR017007701,township_017007,ကျောင်းကုန်း
town_017008701,Hinthada Town,MMR017008701,township_017008,ဟင်္သာတ
town_017008702,Ta Loke Htaw Town,MMR017008702,township_017008,တလုတ္ထော်
town_017008703,Du Yar Town,MMR017008703,township_017008,ဒူးယား
town_017009701,Zalun Town,MMR017009701,township_017009,ဇလွန်
town_017010701,Lemyethna Town,MMR017010701,township_017010,လေးမျက်နှာ
town_017011701,Myanaung Town,MMR017011701,township_017011,မြန်အောင်
town_017011702,Kanaung Town,MMR017011702,township_017011,ကနောင်
town_017011703,In Pin Town,MMR017011703,township_017011,အင်ပင်
town_017012701,Kyangin Town,MMR017012701,township_017012,ကြံခင်း
town_017012702,Batye Town,MMR017012702,township_017012,ဘက်ရဲ
town_017013701,Ingapu Town,MMR017013701,township_017013,အင်္ဂပူ
town_017013702,Htoogyi Town,MMR017013702,township_017013,ထူးကြီး
town_017013703,Me Za Li Kone Town,MMR017013703,township_017013,မဲဇလီကုန်း
town_017014701,Myaungmya Town,MMR017014701,township_017014,မြောင်းမြ
town_017015701,Einme Town,MMR017015701,township_017015,အိမ်မဲ
town_017016701,Labutta Town,MMR017016701,township_017016,လပွတ္တာ
town_017016702,Pyinsalu Town,MMR017016702,township_017016,ပြင်စလူ
town_017016703,Labutta (3) Mile Town,MMR017016703,township_017016,လပွတ္တာ (၃) မိုင်
town_017016704,Hainggyikyun Town,MMR017016704,township_017016,ဟိုင်းကြီးကျွန်း
town_017017701,Wakema Town,MMR017017701,township_017017,ဝါးခယ်မ
town_017017702,Kyonmangae Town,MMR017017702,township_017017,ကျုံမငေး
town_017018701,Mawlamyinegyun Town,MMR017018701,township_017018,မော်လမြိုင်ကျွန်း
town_017019701,Maubin Town,MMR017019701,township_017019,မအူပင်
town_017020701,Pantanaw Town,MMR017020701,township_017020,ပန်းတနော်
town_017021701,Nyaungdon Town,MMR017021701,township_017021,ညောင်တုန်း
town_017022701,Danubyu Town,MMR017022701,township_017022,ဓနုဖြူ
town_017023701,Pyapon Town,MMR017023701,township_017023,ဖျာပုံ
town_017023702,Ahmar Town,MMR017023702,township_017023,အမာ
town_017024701,Bogale Town,MMR017024701,township_017024,ဘိုကလေး
town_017025701,Kyaiklat Town,MMR017025701,township_017025,ကျိုက်လတ်
town_017026701,Dedaye Town,MMR017026701,township_017026,ဒေးဒရဲ
town_018000777,Nay Pyi Taw Town,MMR018000777,township_018001,နေပြည်တော်
town_018001701,Zay Yar Thi Ri Town,MMR018001701,township_018001,ဇေယျာသီရိ
town_018002701,Za Bu Thi Ri Town,MMR018002701,township_018002,ဇမ္ဗူသီရိ
town_018003701,Tatkon Town,MMR018003701,township_018003,တပ်ကုန်း
town_018004701,Det Khi Na Thi Ri Town,MMR018004701,township_018004,ဒက္ခိဏသီရိ
town_018005701,Poke Ba Thi RiTown,MMR018005701,township_018005,ပုဗ္ဗသီရိ
town_018006701,Pyinmana Town,MMR018006701,township_018006,ပျဉ်းမနား
town_018007701,Lewe Town,MMR018007701,township_018007,လယ်ဝေး
town_018008701,Oke Ta Ra Thi Ri Town,MMR018008701,township_018008,ဥတ္တရသီရိ
