id,name,postcode,township_id:id
zip_10023,Kanywa,10023,township_017002
zip_10031,Kyankhin,10031,township_017012
zip_10032,Batye,10032,township_017012
zip_10041,Myanaung,10041,township_017011
zip_10042,Kanaung,10042,township_017011
zip_10043,Innbin,10043,township_017011
zip_10044,Ngapiseik,10044,township_017011
zip_10045,Shwekyin,10045,township_017011
zip_10051,Ingabu,10051,township_017013
zip_10052,Htugyi,10052,township_017013
zip_10053,Mezalegone,10053,township_017013
zip_10054,Kwingauk,10054,township_017013
zip_10055,Nyaungkyo,10055,township_017013
zip_10056,Zaungtan,10056,township_017013
zip_10057,Chaukywar,10057,township_017013
zip_10061,Hinthada,10061,township_017008
zip_10062,Dambi,10062,township_017008
zip_10063,HinthadaUniversity,10063,township_017008
zip_10064,G.T.C (Hinthada),10064,township_017008
zip_10065,Nateban,10065,township_017008
zip_10066,Nathmaw,10066,township_017008
zip_10067,Phayargone,10067,township_017008
zip_10068,Yonethalin,10068,township_017008
zip_10069,Sharkhe,10069,township_017008
zip_10071,Laymyethnar,10071,township_017010
zip_10072,Ai Tha Byu,10072,township_017010
zip_10073,Khamoutsu,10073,township_017010
zip_10081,Yekyi,10081,township_017006
zip_10082,Ahthoke,10082,township_017006
zip_10083,Thidakongpyin,10083,township_017006
zip_10084,Ngapiseik,10084,township_017006
zip_10085,Zayathla,10085,township_017006
zip_10086,Yodayartet,10086,township_017006
zip_10091,Kyonepyaw,10091,township_017005
zip_10092,Ahhtaung,10092,township_017005
zip_10093,Thaunggyi,10093,township_017005
zip_10101,Kyaunggone,10101,township_017007
zip_10111,Thabaung,10111,township_017003
zip_10112,Phayargone,10112,township_017003
zip_10121,Labutta,10121,township_017016
zip_10122,Thoneminemyothit,10122,township_017016
zip_10122,Hlaingbone,10122,township_017016
zip_10123,Betutkalay,10123,township_017016
zip_10124,Kanbat,10124,township_017016
zip_10125,Kyarkan,10125,township_017016
zip_10131,Ngaputaw,10131,township_017004
zip_10141,Zalun,10141,township_017009
zip_10142,Daunggyi,10142,township_017009
zip_10151,Danubyu,10151,township_017022
zip_10152,Zakargyi,10152,township_017022
zip_10153,Kyonetanee,10153,township_017022
zip_10154,Sankin,10154,township_017022
zip_10161,Nyaungtone,10161,township_017021
zip_10162,Chaunggyi,10162,township_017021
zip_10163,Mezale,10163,township_017021
zip_10164,Sarmalout,10164,township_017021
zip_10171,Pantanaw,10171,township_017020
zip_10172,Daunggyi,10172,township_017020
zip_10181,Maubin,10181,township_017019
zip_10182,Shwetaunghmaw,10182,township_017019
zip_10183,Yelaekalay,10183,township_017019
zip_10184,Maubin University,10184,township_017019
zip_10185,Kyonesoke,10185,township_017019
zip_10186,Sitchaung,10186,township_017019
zip_10187,Kywe Done,10187,township_017019
zip_10188,Layainzu,10188,township_017019
zip_10191,Einme,10191,township_017015
zip_10201,Warkema,10201,township_017017
zip_10202,Kyonmange,10202,township_017017
zip_10203,Shwelaung,10203,township_017017
zip_10204,Kyungone,10204,township_017017
zip_10211,Myaungmya,10211,township_017014
zip_10212,Pyinywa,10212,township_017014
zip_10213,Jute Factory,10213,township_017014
zip_10214,Yetwinyekan,10214,township_017014
zip_10215,Sagarmyar,10215,township_017014
zip_10221,Mawlamyainggyun,10221,township_017018
zip_10223,Kyeikpi,10223,township_017018
zip_10231,Bogalay,10231,township_017024
zip_10232,Myinkakone,10232,township_017024
zip_10233,Kadonkane,10233,township_017024
zip_10241,Kyaiklat,10241,township_017025
zip_10242,Yonedaunt,10242,township_017025
zip_10251,Pyapon,10251,township_017023
zip_10252,Kyonekadon,10252,township_017023
zip_10253,Thamainhtaw,10253,township_017023
zip_10254,Kyatphamhwezoung,10254,township_017023
zip_10261,Dedaye,10261,township_017026
zip_10262,Suukalap,10262,township_017026
zip_10271,Ngwesaung,10271,township_017001
zip_10272,Sinma,10272,township_017001
zip_10281,Shwethaungyan,10281,township_017001
zip_10282,Chaungtha,10282,township_017001
zip_10291,Ngathaingchaung,10291,township_017006
zip_10301,Ngayokekaung,10301,township_017004
zip_10311,Ahmar,10311,township_017023
zip_10321,Hainggyi,10321,township_017016
zip_10322,Pyinkhayaing,10322,township_017016
zip_10323,Kyonekuu,10323,township_017016
zip_10324,Chaungwa,10324,township_017016
zip_10331,Pyinsalu,10331,township_017016
zip_11011,Insein,11011,township_013001
zip_11012,Aung San,11012,township_013001
zip_11021,Mingalardon,11021,township_013002
zip_11031,Okkalapa (North),11031,township_013012
zip_11032,Shwepaukan,11032,township_013012
zip_11041,Kamayut,11041,township_013041
zip_11051,Hlaing,11051,township_013040
zip_11052,Thamine College,11052,township_013040
zip_11061,Kaba Aye,11061,township_013042
zip_11062,Bayintnaung Market (Thamine),11062,township_013042
zip_11071,Thingangyun,11071,township_013009
zip_11072,Thuwunna,11072,township_013009
zip_11081,Yankin,11081,township_013010
zip_11082,Pyi Thar Yar,11082,township_013010
zip_11091,Okkalapa (South),11091,township_013011
zip_11101,Kyeemyindaing,11101,township_013038
zip_11111,Sanchaung,11111,township_013039
zip_11121,Ahlone,11121,township_013037
zip_11131,Lanmadaw,11131,township_013035
zip_11141,Pabedan,11141,township_013034
zip_11142,Theingyi Market,11142,township_013034
zip_11143,Bogyoke Market,11143,township_013034
zip_11161,Botahtaung,11161,township_013017
zip_11162,Botahtaung,11162,township_013017
zip_11171,Pazundaung,11171,township_013016
zip_11181,Yangon,11181,township_013033
zip_11182,Kyauktada,11182,township_013033
zip_11191,Dagon,11191,township_013043
zip_11201,Bahan,11201,township_013044
zip_11211,Tamwe,11211,township_013015
zip_11221,Mingalar Taung Nyunt,11221,township_013022
zip_11222,Yangon Station,11222,township_013022
zip_11231,Tharkayta,11231,township_013013
zip_11241,Dawbon,11241,township_013014
zip_11291,Tanyin,11291,township_013023
zip_11301,Kyauk Tan,11301,township_013024
zip_11401,Hlaing Thar Yar,11401,township_013046
zip_11411,Shwe Pyi Thar,11411,township_013047
zip_11421,Dagon Myothit (North),11421,township_013019
zip_11431,Dagon Myothit (South),11431,township_013018
zip_12011,Mawlamyaing,12011,township_011001
zip_12012,Mawlamyaing University,12012,township_011001
zip_12013,Mupon,12013,township_011001
zip_12014,Daingwunkwin,12014,township_011001
zip_12015,Daweizu,12015,township_011001
zip_12016,Myaingthaya,12016,township_011001
zip_12017,Zayyathiri,12017,township_011001
zip_12018,Kadoe,12018,township_011001
zip_12021,Kyaikhto,12021,township_011009
zip_12022,Theinzayet,12022,township_011009
zip_12023,Mokepalin,12023,township_011009
zip_12024,Kyeikhteeyoyinpyin,12024,township_011009
zip_12025,Mayangone,12025,township_011009
zip_12026,Sittaung,12026,township_011009
zip_12027,Kyeikkatha,12027,township_011009
zip_12031,Beelin,12031,township_011010
zip_12032,Taungzon,12032,township_011010
zip_12041,Thahton,12041,township_011007
zip_12042,Theinseik,12042,township_011007
zip_12043,Thutdamawaddy,12043,township_011007
zip_12051,Paung,12051,township_011008
zip_12052,Mottama,12052,township_011008
zip_12053,Zinkyeik,12053,township_011008
zip_12054,Yinnyein,12054,township_011008
zip_12055,Kywechan,12055,township_011008
zip_12056,Ahhlat,12056,township_011008
zip_12061,Chaungsone,12061,township_011003
zip_12062,Ywalut,12062,township_011003
zip_12063,Kalwi,12063,township_011003
zip_12064,Muyitkalay,12064,township_011003
zip_12071,Kyaikmaraw,12071,township_011002
zip_12072,Nyaungbinseik,12072,township_011002
zip_12073,Tayanar,12073,township_011002
zip_12074,Chaungnagwa,12074,township_011002
zip_12081,Mudon,12081,township_011005
zip_12082,Nattaung,12082,township_011005
zip_12083,Hpaout,12083,township_011005
zip_12084,Kamawet,12084,township_011005
zip_12085,Kaloutthaut,12085,township_011005
zip_12091,Thanpyuzayet,12091,township_011004
zip_12092,Kyaikkhame,12092,township_011004
zip_12093,Wegali,12093,township_011004
zip_12094,Panga,12094,township_011004
zip_12095,Kyonkadat,12095,township_011004
zip_12101,Ye,12101,township_011006
zip_12102,Lamine,12102,township_011006
zip_12103,Ahsin,12103,township_011006
zip_12104,Khawza,12104,township_011006
zip_12105,Hnitkayin,12105,township_011006
zip_12106,Kyaungywa,12106,township_011006
zip_13011,Hpaan,13011,township_003001
zip_13012,Htonaing,13012,township_003001
zip_13013,Zarthapyin,13013,township_003001
zip_13014,Myaingkalay,13014,township_003001
zip_13015,Eindu,13015,township_003001
zip_13016,Tayokehla,13016,township_003001
zip_13017,Hpaan University,13017,township_003001
zip_13018,Barkat,13018,township_003001
zip_13021,Thantaungthit,13021,township_003004
zip_13022,Thantaunggyi,13022,township_003004
zip_13023,Latetho,13023,township_003004
zip_13024,Bawgali,13024,township_003004
zip_13031,Hpapun,13031,township_003003
zip_13032,Kamamaung,13032,township_003003
zip_13041,Hlainebwe,13041,township_003002
zip_13042,Shwegwan,13042,township_003002
zip_13043,Myaing Gyi Ngu,13043,township_003002
zip_13044,Paingkyon,13044,township_003002
zip_13051,Myawaddy,13051,township_003005
zip_13052,ThinkhanNyinaung,13052,township_003005
zip_13061,Kawkareit,13061,township_003006
zip_13062,Kyondo,13062,township_003006
zip_13063,Kawtbain,13063,township_003006
zip_13064,Nabu,13064,township_003006
zip_13071,Kyarinseikkyi,13071,township_003007
zip_13072,Kyaikdon,13072,township_003007
zip_13073,Phayar Thonesu,13073,township_003007
zip_14011,Dawei,14011,township_006001
zip_14012,Kyaukmetaung,14012,township_006001
zip_14013,Heinda,14013,township_006001
zip_14014,Dawei Cantonment,14014,township_006001
zip_14015,Myittar,14015,township_006001
zip_14016,Maungmalshaung,14016,township_006001
zip_14021,Yephyu,14021,township_006004
zip_14022,Kanbauk,14022,township_006004
zip_14023,Kaleinaung,14023,township_006004
zip_14024,Pagawzun,14024,township_006004
zip_14031,Thayetchaung,14031,township_006003
zip_14032,Nyaungzin,14032,township_006003
zip_14033,YaNge',14033,township_006003
zip_14041,Launglone,14041,township_006002
zip_14042,Maungmagun,14042,township_006002
zip_14043,Dawei University,14043,township_006002
zip_14044,Kyauknimaw,14044,township_006002
zip_14045,Thakyettaw,14045,township_006002
zip_14046,Yephyu-Lower,14046,township_006002
zip_14051,Myeik,14051,township_006005
zip_14052,Myeik University,14052,township_006005
zip_14053,Myeik Cantonment,14053,township_006005
zip_14054,Myeik Myotthit,14054,township_006005
zip_14055,Thamoke,14055,township_006005
zip_14062,Palaw,14062,township_006007
zip_14062,Pala,14062,township_006007
zip_14063,Shatpon,14063,township_006007
zip_14064,Paloug,14064,township_006007
zip_14071,Tanintharyi,14071,township_006008
zip_14081,Bokpyin,14081,township_006010
zip_14082,Karathuri,14082,township_006010
zip_14083,Pyigyimandaing,14083,township_006010
zip_14091,Kawthaung,14091,township_006009
zip_14092,Kawthaung Cantonment,14092,township_006009
zip_14093,Khamoukgyi,14093,township_006009
zip_14101,Kyunzu,14101,township_006006
zip_15011,Naypyitaw Central Post Office,15011,township_018002
zip_15012,Pyinmana,15012,township_018002
zip_15013,Yezin,15013,township_018002
zip_15014,Kyitaunkkan,15014,township_018002
zip_15015,Taungnyo,15015,township_018002
zip_15016,Pyinmana (MyoHaung),15016,township_018002
zip_15021,Tatkone,15021,township_018006
zip_15022,Shwemyoe,15022,township_018006
zip_15031,Lewe,15031,township_018003
zip_15032,Alar,15032,township_018003
zip_15033,Tharwuthti,15033,township_018003
zip_15034,The'kawgyi,15034,township_018003
