id,name,name_mm,p_code,township_id:id,town_id:id,ward_type
ward_01976,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,MMR005005701504,township_197,town_319,ward
ward_01977,Aung Thi Ri Ward,အောင်သီရိရပ်ကွက်,MMR005005701503,township_197,town_319,ward
ward_01978,Mya Kan Thar Ward,မြကန်သာရပ်ကွက်,MMR005005701501,township_197,town_319,ward
ward_01979,Mya Nandar Ward,မြနန္ဒာရပ်ကွက်,MMR005005701505,township_197,town_319,ward
ward_01980,In Gyin Myaing Ward,အင်ကြင်းမြိုင်ရပ်ကွက်,MMR005008701503,township_198,town_320,ward
ward_01981,Pi Tauk Myaing Ward,ပိတောက်မြိုင်ရပ်ကွက်,MMR005008701501,township_198,town_320,ward
ward_01982,Pyin Ma Myaing Ward,ပျဉ်းမမြိုင်ရပ်ကွက်,MMR005008701504,township_198,town_320,ward
ward_01983,Thit Yar Myaing Ward,သစ်ရာမြိုင်ရပ်ကွက်,MMR005008701502,township_198,town_320,ward
ward_01984,Thangpakwe Ward,ထန်ပါခွေရပ်ကွက်,MMR005036702501,township_199,town_322,ward
ward_01985,Ah Hmu Htan Ward,အမှုထမ်းများရပ်ကွက်,MMR005036701502,township_199,town_321,ward
ward_01986,Lahe Ywar Ma Ward,လဟယ်ရွာမရပ်ကွက်,MMR005036701501,township_199,town_321,ward
ward_01987,No (1) Toe Cheit Ward,အမှတ် (၁) တိုးချဲ့ရပ်ကွက်,MMR005036701503,township_199,town_321,ward
ward_01988,No (2) Toe Cheit Ward,အမှတ် (၂) တိုးချဲ့ရပ်ကွက်,MMR005036701504,township_199,town_321,ward
ward_01989,Ah Hmu Htan Ward,အမှုထမ်းရပ်ကွက်,MMR005035701502,township_200,town_323,ward
ward_01990,Myo Ma Ward,မြို့မရပ်ကွက်,MMR005035701501,township_200,town_323,ward
ward_01991,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR005035702501,township_200,town_324,ward
ward_01992,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR005035702502,township_200,town_324,ward
ward_01993,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR005035703501,township_200,town_325,ward
ward_01994,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR005035703502,township_200,town_325,ward
ward_01995,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR005035703503,township_200,town_325,ward
ward_01996,Myo Ma Ward No (1),မြို့မရပ်ကွက် အမှတ်(၁),MMR005031701501,township_201,town_326,ward
ward_01997,Myo Ma Ward No (2),မြို့မရပ်ကွက် အမှတ်(၂),MMR005031701502,township_201,town_326,ward
ward_01998,Myo Ma Ward,မြို့မရပ်ကွက်,MMR005029701501,township_202,town_327,ward
ward_01999,Tha Yet Taw Ward,သရက်တောရပ်ကွက်,MMR005029701503,township_202,town_327,ward
ward_02000,Zay Tan Ward,ဈေးတန်းရပ်ကွက်,MMR005029701502,township_202,town_327,ward
ward_02001,Ah Lel Ward,အလယ်ရပ်ကွက်,MMR005012701511,township_203,town_328,ward
ward_02002,Ah Lone Ward,အလုံရပ်ကွက်,MMR005012701520,township_203,town_328,ward
ward_02003,Aung Chan Thar Ward,အောင်ချမ်းသာရပ်ကွက်,MMR005012701502,township_203,town_328,ward
ward_02004,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,MMR005012701513,township_203,town_328,ward
ward_02005,Aye Thar Yar Ward,အေးသာယာရပ်ကွက်,MMR005012701508,township_203,town_328,ward
ward_02006,Ban Du La Ward,ဗန္ဓုလရပ်ကွက်,MMR005012701530,township_203,town_328,ward
ward_02007,Chan Mya Thar Zi Ward,ချမ်းမြသာစည်ရပ်ကွက်,MMR005012701507,township_203,town_328,ward
ward_02008,Chan Mya Wa Di Ward,ချမ်းမြဝတီရပ်ကွက်,MMR005012701527,township_203,town_328,ward
ward_02009,Daw Na Chan Ward,ဒေါနခြံရပ်ကွက်,MMR005012701503,township_203,town_328,ward
ward_02010,Hpa Yar Gyi Ward,ဘုရားကြီးရပ်ကွက်,MMR005012701516,township_203,town_328,ward
ward_02011,Hpone Soe Ward,ဖုန်းစိုးရပ်ကွက်,MMR005012701505,township_203,town_328,ward
ward_02012,Kan Thar Oo Ward,ကန်သာဦးရပ်ကွက်,MMR005012701526,township_203,town_328,ward
ward_02013,Kwayt Gyi Ward,ကွေ့ကြီးရပ်ကွက်,MMR005012701501,township_203,town_328,ward
ward_02014,Lel Di Ward,လယ်တီရပ်ကွက်,MMR005012701504,township_203,town_328,ward
ward_02015,Monywa (South) Ward,မုံရွာတောင်ရပ်ကွက်,MMR005012701514,township_203,town_328,ward
ward_02016,Mya Wa Di Ward,မြဝတီရပ်ကွက်,MMR005012701515,township_203,town_328,ward
ward_02017,Myo Thit Ward,မြို့သစ်ရပ်ကွက်,MMR005012701522,township_203,town_328,ward
ward_02018,Nan Da Wun Ward,နန္ဒဝန်ရပ်ကွက်,MMR005012701523,township_203,town_328,ward
ward_02019,Nat Lu Hteik Pan Ward,နတ်လူထိပ်ပန်ရပ်ကွက်,MMR005012701524,township_203,town_328,ward
ward_02020,Oe Bo (South) Ward,အိုးဘိုတောင်ရပ်ကွက်,MMR005012701521,township_203,town_328,ward
ward_02021,Pyi Taw Thar Ward,ပြည်တော်သာရပ်ကွက်,MMR005012701529,township_203,town_328,ward
ward_02022,Set Hmu Zon Ward,စက်မှုဇုန်ရပ်ကွက်,MMR005012701525,township_203,town_328,ward
ward_02023,Shwe Pyi Aye Ward,ရွှေပြည်အေးရပ်ကွက်,MMR005012701531,township_203,town_328,ward
ward_02024,Shwe Za Loke Ward,ရွှေဇလုပ်ရပ်ကွက်,MMR005012701528,township_203,town_328,ward
ward_02025,Sit Pin Ward,စစ်ပင်ရပ်ကွက်,MMR005012701519,township_203,town_328,ward
ward_02026,Sue Lay Gone Ward,ဆူးလေကုန်းရပ်ကွက်,MMR005012701518,township_203,town_328,ward
ward_02027,Than Taw Ward,သန်းတောရပ်ကွက်,MMR005012701512,township_203,town_328,ward
ward_02028,Thar Lar Ward,သလ္လာရပ်ကွက်,MMR005012701510,township_203,town_328,ward
ward_02029,Ya Da Nar Bon Ward,ရတနာပုံရပ်ကွက်,MMR005012701506,township_203,town_328,ward
ward_02030,Yan Kin Ward,ရန်ကင်းရပ်ကွက်,MMR005012701509,township_203,town_328,ward
ward_02031,Yone Gyi Ward,ရုံးကြီးရပ်ကွက်,MMR005012701517,township_203,town_328,ward
ward_02032,Ah Lel Ward,အလယ်ရပ်ကွက်,MMR005003701503,township_204,town_329,ward
ward_02033,Myauk Ward,မြောက်ရပ်ကွက်,MMR005003701502,township_204,town_329,ward
ward_02034,Myo Thit Ward,မြို့သစ်ရပ်ကွက်,MMR005003701501,township_204,town_329,ward
ward_02035,Taung Ward,တောင်ရပ်ကွက်,MMR005003701504,township_204,town_329,ward
ward_02036,Ah Nauk Paing Ward,အနောက်ပိုင်းရပ်ကွက်,MMR005002701501,township_205,town_330,ward
ward_02037,Ah Shey Paing Ward,အရှေ့ပိုင်းရပ်ကွက်,MMR005002701504,township_205,town_330,ward
ward_02038,Myauk Paing Ward,မြောက်ပိုင်းရပ်ကွက်,MMR005002701502,township_205,town_330,ward
ward_02039,Taung Paing Ward,တောင်ပိုင်းရပ်ကွက်,MMR005002701503,township_205,town_330,ward
ward_02040,Htam Yone Ward,ထမ်ယုန်းရပ်ကွက်,MMR005037703503,township_206,town_331,ward
ward_02041,Me Tae Ward,မီတဲရပ်ကွက်,MMR005037703502,township_206,town_331,ward
ward_02042,Myo Ma Ward,မြို့မရပ်ကွက်,MMR005037703501,township_206,town_331,ward
ward_02043,Myo Ma Ward,မြို့မရပ်ကွက်,MMR005037701502,township_206,town_332,ward
ward_02044,Shara Ward,ရှရရပ်ကွက်,MMR005037701501,township_206,town_332,ward
ward_02045,Yoko Ward,ရောကောရပ်ကွက်,MMR005037701503,township_206,town_332,ward
ward_02046,Ah Htet Ward,အထက်ရပ်ကွက်,MMR005037702501,township_206,town_333,ward
ward_02047,Ah Lel Ward,အလယ်ရပ်ကွက်,MMR005037702502,township_206,town_333,ward
ward_02048,Auk Ward,အောက်ရပ်ကွက်,MMR005037702503,township_206,town_333,ward
ward_02049,Myauk Paing Ward,မြောက်ပိုင်းရပ်ကွက်,MMR005019701501,township_207,town_334,ward
ward_02050,Taung Paing Ward,တောင်ပိုင်းရပ်ကွက်,MMR005019701502,township_207,town_334,ward
ward_02051,In Gyin Myaing Ward,အင်ကြင်းမြိုင်ရပ်ကွက်,MMR005032701502,township_208,town_335,ward
ward_02052,Kyun Shwe War Ward,ကျွန်းရွှေဝါရပ်ကွက်,MMR005032701501,township_208,town_335,ward
ward_02053,Moe Kaung Ward,မိုးကောင်းရပ်ကွက်,MMR005026701501,township_209,town_336,ward
ward_02054,Myo Ma Ward,မြို့မရပ်ကွက်,MMR005026701502,township_209,town_336,ward
ward_02055,Aye Mya Wa Di Ward,ဧမြဝတီရပ်ကွက်,MMR005001701502,township_210,town_337,ward
ward_02056,Dawei Zay Ward,ထားဝယ်ဈေးရပ်ကွက်,MMR005001701501,township_210,town_337,ward
ward_02057,Htone Bo Ward,ထုံးဘိုရပ်ကွက်,MMR005001701511,township_210,town_337,ward
ward_02058,Mee Ya Htar Ward,မီးရထားရပ်ကွက်,MMR005001701514,township_210,town_337,ward
ward_02059,Min Lan Ward,မင်းလမ်းရပ်ကွက်,MMR005001701508,township_210,town_337,ward
ward_02060,Moe Zar Ward,မိုးဇာရပ်ကွက်,MMR005001701504,township_210,town_337,ward
ward_02061,Myo Thit Ward,မြို့သစ်ရပ်ကွက်,MMR005001701505,township_210,town_337,ward
ward_02062,Nan Da Wun Kwet Thit Ward,နန္ဒဝန်ကွက်သစ်ရပ်ကွက်,MMR005001701503,township_210,town_337,ward
ward_02063,Ni Lar Ward,နီလာရပ်ကွက်,MMR005001701516,township_210,town_337,ward
ward_02064,Pa Da Myar Ward,ပတ္တမြားရပ်ကွက်,MMR005001701515,township_210,town_337,ward
ward_02065,Pan Be Dan Ward,ပန်းဘဲတန်းရပ်ကွက်,MMR005001701506,township_210,town_337,ward
ward_02066,Par Ra Mi Ward,ပါရမီရပ်ကွက်,MMR005001701518,township_210,town_337,ward
ward_02067,Pe Ka Toe Ward,ပဲကတိုးရပ်ကွက်,MMR005001701521,township_210,town_337,ward
ward_02068,Poe Tan Ward,ပိုးတန်းရပ်ကွက်,MMR005001701507,township_210,town_337,ward
ward_02069,Pyu Kan Ward,ပြူကံရပ်ကွက်,MMR005001701523,township_210,town_337,ward
ward_02070,Sein Kone Ward,စိန်ကုန်းရပ်ကွက်,MMR005001701510,township_210,town_337,ward
ward_02071,Shwe Min Wun Ward,ရွှေမင်းဝံရပ်ကွက်,MMR005001701517,township_210,town_337,ward
ward_02072,Si Tee Ward,စီတီးရပ်ကွက်,MMR005001701520,township_210,town_337,ward
ward_02073,Ta Kaung Ward,တကောင်းရပ်ကွက်,MMR005001701509,township_210,town_337,ward
ward_02074,Thaw Ta Pan Ward,သောတာပန်ရပ်ကွက်,MMR005001701522,township_210,town_337,ward
ward_02075,Tin Teik Ward,တင်းတိပ်ရပ်ကွက်,MMR005001701519,township_210,town_337,ward
ward_02076,Ywar Htaung Ward,ရွာထောင်ရပ်ကွက်,MMR005001701513,township_210,town_337,ward
ward_02077,Zay Yar Kwet Thit Ward,ဇေယျကွက်သစ်ရပ်ကွက်,MMR005001701512,township_210,town_337,ward
ward_02078,Kyaung Nauk Ward,ကျောင်းနောက်ရပ်ကွက်,MMR005001702505,township_210,town_338,ward
ward_02079,Myin Kywa Ward,မြင်းကြွရပ်ကွက်,MMR005001702509,township_210,town_338,ward
ward_02080,Nyaung Ngoke To Ward,ညောင်ငုတ္တိုရပ်ကွက်,MMR005001702510,township_210,town_338,ward
ward_02081,Pin Thin Ward,ပင်းသင်းရပ်ကွက်,MMR005001702504,township_210,town_338,ward
ward_02082,Shar Pin Kan Ward,ရှားပင်ကန်ရပ်ကွက်,MMR005001702511,township_210,town_338,ward
ward_02083,Taung Po Ward,တောင်ပိုရပ်ကွက်,MMR005001702508,township_210,town_338,ward
ward_02084,Thin Twe Ward,သင်းတွဲရပ်ကွက်,MMR005001702503,township_210,town_338,ward
ward_02085,Thu Htay Ward,သူဌေးရပ်ကွက်,MMR005001702507,township_210,town_338,ward
ward_02086,Yae Kyi Ward,ရေကြည်ရပ်ကွက်,MMR005001702501,township_210,town_338,ward
ward_02087,Ywar Saik Ward,ရွာစိုက်ရပ်ကွက်,MMR005001702502,township_210,town_338,ward
ward_02088,Ywar Way Ward,ရွာဝေးရပ်ကွက်,MMR005001702506,township_210,town_338,ward
ward_02089,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR005018701501,township_211,town_339,ward
ward_02090,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR005018701502,township_211,town_339,ward
ward_02091,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR005018701503,township_211,town_339,ward
ward_02092,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR005004702501,township_212,town_340,ward
ward_02093,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR005004702502,township_212,town_340,ward
ward_02094,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR005004702503,township_212,town_340,ward
ward_02095,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR005004702504,township_212,town_340,ward
ward_02096,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR005004701501,township_212,town_341,ward
ward_02097,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,MMR005004701510,township_212,town_341,ward
ward_02098,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR005004701502,township_212,town_341,ward
ward_02099,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR005004701503,township_212,town_341,ward
ward_02100,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR005004701504,township_212,town_341,ward
ward_02101,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR005004701505,township_212,town_341,ward
ward_02102,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,MMR005004701506,township_212,town_341,ward
ward_02103,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,MMR005004701507,township_212,town_341,ward
ward_02104,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,MMR005004701508,township_212,town_341,ward
ward_02105,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,MMR005004701509,township_212,town_341,ward
ward_02106,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR005010702501,township_213,town_342,ward
ward_02107,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR005010702502,township_213,town_342,ward
ward_02108,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR005010702503,township_213,town_342,ward
ward_02109,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR005010702504,township_213,town_342,ward
ward_02110,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR005010702505,township_213,town_342,ward
ward_02111,Tabayin Ward,ဒီပဲယင်းရပ်ကွက်,MMR005010701501,township_213,town_343,ward
ward_02112,Taung Pyin Ward,တောင်ပြင်ရပ်ကွက်,MMR005010701502,township_213,town_343,ward
ward_02113,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR005030703501,township_214,town_344,ward
ward_02114,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR005030703502,township_214,town_344,ward
ward_02115,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR005030703503,township_214,town_344,ward
ward_02116,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR005030703504,township_214,town_344,ward
ward_02117,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR005030703505,township_214,town_344,ward
ward_02118,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR005030702501,township_214,town_345,ward
ward_02119,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR005030702502,township_214,town_345,ward
ward_02120,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR005030702503,township_214,town_345,ward
ward_02121,San Da Ku Ward,စန္ဒကူးရပ်ကွက်,MMR005030701503,township_214,town_346,ward
ward_02122,Saw Bwar Inn Ward,စော်ဘွားအင်းရပ်ကွက်,MMR005030701504,township_214,town_346,ward
ward_02123,Tamu Myo Ma Ward,တမူးမြို့မရပ်ကွက်,MMR005030701501,township_214,town_346,ward
ward_02124,Zay Tan Ward,ဈေးတန်းရပ်ကွက်,MMR005030701502,township_214,town_346,ward
ward_02125,Bo Mya Ward,ဗိုလ်မြရပ်ကွက်,MMR005011701501,township_215,town_347,ward
ward_02126,Ma Har Myaing Ward,မဟာမြိုင်ရပ်ကွက်,MMR005011701503,township_215,town_347,ward
ward_02127,Myit Tar Myaing Ward,မေတ္တာမြိုင်ရပ်ကွက်,MMR005011701504,township_215,town_347,ward
ward_02128,Paw-U Ward,ပေါ်ဦးရပ်ကွက်,MMR005011701502,township_215,town_347,ward
ward_02129,Aung Zay Yar Ward,အောင်ဇေယျာရပ်ကွက်,MMR005022701502,township_216,town_348,ward
ward_02130,Ba Yint Naung Ward,ဘုရင့်နောင်ရပ်ကွက်,MMR005022701504,township_216,town_348,ward
ward_02131,San Pya Ward (Aung San San Pya Ward),စံပြရပ်ကွက်,MMR005022701501,township_216,town_348,ward
ward_02132,Wi Thar Khar Ward,ဝိသာခါရပ်ကွက်,MMR005022701503,township_216,town_348,ward
ward_02133,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR005006701501,township_217,town_349,ward
ward_02134,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR005006701502,township_217,town_349,ward
ward_02135,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR005006701503,township_217,town_349,ward
ward_02136,Kya Maing Ward,ကျမိုင်းရပ်ကွက်,MMR005025701503,township_218,town_350,ward
ward_02137,Saw Bwar Gyi Ward,စော်ဘွားကြီးရပ်ကွက်,MMR005025701502,township_218,town_350,ward
ward_02138,Shwe Wun Thi Dar Ward,ရွှေဝန်းသီတာရပ်ကွက်,MMR005025701501,township_218,town_350,ward
ward_02139,Sit Ke Gyi Ward,စစ်ကဲကြီးရပ်ကွက်,MMR005025701504,township_218,town_350,ward
ward_02140,Aung Chan Thar Ward,အောင်ချမ်းသာရပ်ကွက်,MMR005009701503,township_219,town_351,ward
ward_02141,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,MMR005009701501,township_219,town_351,ward
ward_02142,Aung San Ward,အောင်ဆန်းရပ်ကွက်,MMR005009701504,township_219,town_351,ward
ward_02143,Bo Aung Zay Ya Ward,ဗိုလ်အောင်ဇေယျရပ်ကွက်,MMR005009701502,township_219,town_351,ward
ward_02144,Shwe Pyi Thar Ward,ရွှေပြည်သာရပ်ကွက်,MMR005009701505,township_219,town_351,ward
ward_02145,(Ga Gyi) Ward,(ဃ) ရပ်ကွက်,MMR005016701504,township_220,town_352,ward
ward_02146,(Ga Nge) Ward,(ဂ) ရပ်ကွက်,MMR005016701503,township_220,town_352,ward
ward_02147,(Ka Gyi) Ward,(က) ရပ်ကွက်,MMR005016701501,township_220,town_352,ward
ward_02148,(Kha Gway) Ward,(ခ) ရပ်ကွက်,MMR005016701502,township_220,town_352,ward
ward_02149,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR016001701501,township_222,town_354,ward
ward_02150,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR016001701502,township_222,town_354,ward
ward_02151,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR016001701503,township_222,town_354,ward
ward_02152,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR016001701504,township_222,town_354,ward
ward_02153,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR016001701505,township_222,town_354,ward
ward_02154,Wan Mai Ward,ဝမ်မိုင်ရပ်ကွက်,MMR016010701501,township_226,town_358,ward
ward_02155,Wan Whay Ward,ဝမ်ဝှေရပ်ကွက်,MMR016010701503,township_226,town_358,ward
ward_02156,Zay Tan Ward,ဈေးတန်းရပ်ကွက်,MMR016010701502,township_226,town_358,ward
ward_02157,Kya Dei Ward,ကျဒယ်ရပ်ကွက်,MMR016006701504,township_227,town_359,ward
ward_02158,Mae Sum (North) Ward,မယ်ဆွမ်မြောက်ရပ်ကွက်,MMR016006701501,township_227,town_359,ward
ward_02159,Mae Sum (South) Ward,မယ်ဆွမ်တောင်ရပ်ကွက်,MMR016006701502,township_227,town_359,ward
ward_02160,Myo Thit Ward,မြို့သစ်ရပ်ကွက်,MMR016006701503,township_227,town_359,ward
ward_02161,Wein Nay Ward,ဝိန်းနေရပ်ကွက်,MMR016006701506,township_227,town_359,ward
ward_02162,Wein Waing Ward,ဝိန်းဝိုင်ရပ်ကွက်,MMR016006701505,township_227,town_359,ward
ward_02163,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR016006702501,township_227,town_360,ward
ward_02164,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR016006702502,township_227,town_360,ward
ward_02165,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR016006702503,township_227,town_360,ward
ward_02166,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR016002701501,township_228,town_361,ward
ward_02167,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR016002701502,township_228,town_361,ward
ward_02168,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR016005701501,township_229,town_362,ward
ward_02169,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR016005701502,township_229,town_362,ward
ward_02170,Ah Lel Paing Ward,အလယ်ပိုင်းရပ်ကွက်,MMR016007701503,township_230,town_363,ward
ward_02171,Auk Zay Tan Ward,အောက်ဈေးတန်းရပ်ကွက်,MMR016007701502,township_230,town_363,ward
ward_02172,Ping Sang Ward,ပိန်းဆန်းရပ်ကွက်,MMR016007701501,township_230,town_363,ward
ward_02173,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR016007702501,township_230,town_364,ward
ward_02174,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR016007702502,township_230,town_364,ward
ward_02175,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR016007702503,township_230,town_364,ward
ward_02176,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR016007702504,township_230,town_364,ward
ward_02177,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR016008703501,township_231,town_365,ward
ward_02178,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR016008703502,township_231,town_365,ward
ward_02179,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR016008703503,township_231,town_365,ward
ward_02180,Myo Ma Ward,မြို့မရပ်ကွက်,MMR016008701502,township_231,town_366,ward
ward_02181,Nawng Pa Yin Ward,နောင်ပါရင်ရပ်ကွက်,MMR016008701501,township_231,town_366,ward
ward_02182,Wan Mai Ward,ဝမ်မိုင်ရပ်ကွက်,MMR016008701503,township_231,town_366,ward
ward_02183,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR016008702501,township_231,town_367,ward
ward_02184,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR016008702502,township_231,town_367,ward
ward_02185,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR016008702503,township_231,town_367,ward
ward_02186,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR016008702504,township_231,town_367,ward
ward_02187,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR016008702505,township_231,town_367,ward
ward_02188,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR016003702501,township_232,town_368,ward
ward_02189,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR016003702502,township_232,town_368,ward
ward_02190,Haw Haik Ward,ဟော်ဟိုက်ရပ်ကွက်,MMR016003701503,township_232,town_369,ward
ward_02191,Haw Ke Ward,ဟော်ကဲရပ်ကွက်,MMR016003701502,township_232,town_369,ward
ward_02192,Ho Kat Ward,ဟိုကပ်ရပ်ကွက်,MMR016003701506,township_232,town_369,ward
ward_02193,Kyein Hin Ward,ကျိန်းဟင်ရပ်ကွက်,MMR016003701507,township_232,town_369,ward
ward_02194,Mauk Mai Ward,မောက်မိုင်ရပ်ကွက်,MMR016003701508,township_232,town_369,ward
ward_02195,Mong Ping Ward,မိုင်းပိန်းရပ်ကွက်,MMR016003701510,township_232,town_369,ward
ward_02196,Mun Ke Ward,မွန်ကဲရပ်ကွက်,MMR016003701501,township_232,town_369,ward
ward_02197,Par Mai Ward,ပါမိုင်ရပ်ကွက်,MMR016003701509,township_232,town_369,ward
ward_02198,Par Nwan Ward,ပါနွမ်းရပ်ကွက်,MMR016003701511,township_232,town_369,ward
ward_02199,Wein Leik Ward,ဝိန်းလိတ်ရပ်ကွက်,MMR016003701505,township_232,town_369,ward
ward_02200,Zay Tan Ward,ဈေးတန်းရပ်ကွက်,MMR016003701504,township_232,town_369,ward
ward_02201,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR016011701501,township_233,town_370,ward
ward_02202,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR016011701502,township_233,town_370,ward
ward_02203,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR016011701503,township_233,town_370,ward
ward_02204,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR016011701504,township_233,town_370,ward
ward_02205,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR016011701505,township_233,town_370,ward
ward_02206,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,MMR016011701506,township_233,town_370,ward
ward_02207,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,MMR016011701507,township_233,town_370,ward
ward_02208,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,MMR016011701508,township_233,town_370,ward
ward_02209,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,MMR016011701509,township_233,town_370,ward
ward_02210,Mongyu Myo Ma Ward,မိုင်းယုမြို့မရပ်ကွက်,MMR016011702501,township_233,town_371,ward
ward_02211,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR016009702501,township_235,town_373,ward
ward_02212,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR016009702502,township_235,town_373,ward
ward_02213,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR016009702503,township_235,town_373,ward
ward_02214,Hsan Hseng Ward (Ka Gyi),ဆန်ဆိုင်းရပ်ကွက်(က),MMR016009701505,township_235,town_374,ward
ward_02215,Hsan Hseng Ward (Kha Gway),ဆန်ဆိုင်းရပ်ကွက်(ခ),MMR016009701507,township_235,town_374,ward
ward_02216,Hsay Hkam Ward,​ဆေခမ်းရပ်ကွက်,MMR016009701511,township_235,town_374,ward
ward_02217,Ma Kar Ho Hkam Ward,မကာဟိုခမ်းရပ်ကွက်,MMR016009701504,township_235,town_374,ward
ward_02218,Mae Khawng Ward,မယ်ခေါင်ရပ်ကွက်,MMR016009701506,township_235,town_374,ward
ward_02219,Par Sat Ward,ပါဆတ်ရပ်ကွက်,MMR016009701509,township_235,town_374,ward
ward_02220,Pone Tun Ward,ပုန်းထွန်းရပ်ကွက်,MMR016009701501,township_235,town_374,ward
ward_02221,Tar Lawt Ward,တာလော့ရပ်ကွက်,MMR016009701502,township_235,town_374,ward
ward_02222,Wan Kawng Ward,ဝမ်ကောင်းရပ်ကွက်,MMR016009701503,township_235,town_374,ward
ward_02223,Wein Kyauk Ward,ဝိန်းကျောက်ရပ်ကွက်,MMR016009701510,township_235,town_374,ward
ward_02224,Yan Aung Myay Ward,ရန်အောင်မြေရပ်ကွက်,MMR016009701508,township_235,town_374,ward
