id,name,name_mm,p_code,township_id:id,town_id:id,ward_type
ward_00001,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017024701501,township_001,town_001,ward
ward_00002,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,MMR017024701510,township_001,town_001,ward
ward_00003,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017024701502,township_001,town_001,ward
ward_00004,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017024701503,township_001,town_001,ward
ward_00005,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017024701504,township_001,town_001,ward
ward_00006,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017024701505,township_001,town_001,ward
ward_00007,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,MMR017024701506,township_001,town_001,ward
ward_00008,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,MMR017024701507,township_001,town_001,ward
ward_00009,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,MMR017024701508,township_001,town_001,ward
ward_00010,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,MMR017024701509,township_001,town_001,ward
ward_00011,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017022701501,township_002,town_002,ward
ward_00012,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,MMR017022701510,township_002,town_002,ward
ward_00013,No (11) Ward,အမှတ် (၁၁) ရပ်ကွက်,MMR017022701511,township_002,town_002,ward
ward_00014,No (12) Ward,အမှတ် (၁၂) ရပ်ကွက်,MMR017022701512,township_002,town_002,ward
ward_00015,No (13) Ward,အမှတ် (၁၃) ရပ်ကွက်,MMR017022701513,township_002,town_002,ward
ward_00016,No (14) Ward,အမှတ် (၁၄) ရပ်ကွက်,MMR017022701514,township_002,town_002,ward
ward_00017,No (15) Ward,အမှတ် (၁၅) ရပ်ကွက်,MMR017022701515,township_002,town_002,ward
ward_00018,No (16) Ward,အမှတ် (၁၆) ရပ်ကွက်,MMR017022701516,township_002,town_002,ward
ward_00019,No (17) Ward,အမှတ် (၁၇) ရပ်ကွက်,MMR017022701517,township_002,town_002,ward
ward_00020,No (18) Ward,အမှတ် (၁၈) ရပ်ကွက်,MMR017022701518,township_002,town_002,ward
ward_00021,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017022701502,township_002,town_002,ward
ward_00022,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017022701503,township_002,town_002,ward
ward_00023,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017022701504,township_002,town_002,ward
ward_00024,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017022701505,township_002,town_002,ward
ward_00025,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,MMR017022701506,township_002,town_002,ward
ward_00026,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,MMR017022701507,township_002,town_002,ward
ward_00027,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,MMR017022701508,township_002,town_002,ward
ward_00028,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,MMR017022701509,township_002,town_002,ward
ward_00029,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017026701501,township_003,town_003,ward
ward_00030,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017026701502,township_003,town_003,ward
ward_00031,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017026701503,township_003,town_003,ward
ward_00032,Ah Htet Paing Ward,အထက်ပိုင်းရပ်ကွက်,MMR017015701502,township_004,town_004,ward
ward_00033,Chaung Wa Paing Ward,ချောင်းဝပိုင်းရပ်ကွက်ရပ်ကွက်,MMR017015701501,township_004,town_004,ward
ward_00034,Ein Me Gyi Paing Ward,အိမ်မဲကြီးပိုင်းရပ်ကွက်,MMR017015701503,township_004,town_004,ward
ward_00035,Lel Paw Paing Ward,လယ်ပေါ်ပိုင်းရပ်ကွက်,MMR017015701504,township_004,town_004,ward
ward_00036,Sar Chun Khan Paing Ward,စာချွန်ခံပိုင်းရပ်ကွက်,MMR017015701505,township_004,town_004,ward
ward_00037,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017008703501,township_005,town_005,ward
ward_00038,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017008703502,township_005,town_005,ward
ward_00039,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017008703503,township_005,town_005,ward
ward_00040,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017008703504,township_005,town_005,ward
ward_00041,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017008703505,township_005,town_005,ward
ward_00042,Aye Mya Thar Yar Ward,အေးမြသာယာရပ်ကွက်,MMR017008701522,township_005,town_006,ward
ward_00043,Hpa Yar Gyi Ward,ဘုရားကြီးရပ်ကွက်,MMR017008701516,township_005,town_006,ward
ward_00044,Ka Naung Su Ward,ကနောင်စုရပ်ကွက်,MMR017008701517,township_005,town_006,ward
ward_00045,Kin Ward,ကင်းရပ်ကွက်,MMR017008701512,township_005,town_006,ward
ward_00046,Lel Ti Kwin Ward,လယ်တီကွင်းရပ်ကွက်,MMR017008701520,township_005,town_006,ward
ward_00047,Let Tha Mar (North) Ward,လက်သမားမြောက်ရပ်ကွက်,MMR017008701505,township_005,town_006,ward
ward_00048,Let Tha Mar (South) Ward,လက်သမားတောင်ရပ်ကွက်,MMR017008701523,township_005,town_006,ward
ward_00049,Mya Wa Di Ward,မြဝတီရပ်ကွက်,MMR017008701521,township_005,town_006,ward
ward_00050,Nyaung Pin Ward,ညောင်ပင်ရပ်ကွက်,MMR017008701502,township_005,town_006,ward
ward_00051,Pa Da Myar Ward,ပတ္တမြားရပ်ကွက်,MMR017008701518,township_005,town_006,ward
ward_00052,Pa Khan Chaung Ward,ပခန်းချောင်းရပ်ကွက်,MMR017008701513,township_005,town_006,ward
ward_00053,Pan Be Dan Ward,ပန်းဘဲတန်းရပ်ကွက်,MMR017008701515,township_005,town_006,ward
ward_00054,Pyin Ma Chaung Ward,ပျဉ်းမချောင်းရပ်ကွက်,MMR017008701501,township_005,town_006,ward
ward_00055,Shwe Ku Ward,ရွှေကူရပ်ကွက်,MMR017008701510,township_005,town_006,ward
ward_00056,Tar Ka Lay Ward,တာကလေးရပ်ကွက်,MMR017008701514,township_005,town_006,ward
ward_00057,Tar Ngar Se (North) Ward,တာငါးဆယ်မြောက်ရပ်ကွက်,MMR017008701503,township_005,town_006,ward
ward_00058,Tar Ngar Se (South) Ward,တာငါးဆယ်တောင်ရပ်ကွက်,MMR017008701504,township_005,town_006,ward
ward_00059,Thone Pin Kwin Ward,သုံးပင်ကွင်းရပ်ကွက်,MMR017008701519,township_005,town_006,ward
ward_00060,U Yin (North) Ward,ဥယျာဉ်မြောက်ရပ်ကွက်,MMR017008701508,township_005,town_006,ward
ward_00061,U Yin (South) Ward,ဥယျာဉ်တောင်ရပ်ကွက်,MMR017008701509,township_005,town_006,ward
ward_00062,Yone Gyi Ward,ရုံးကြီးရပ်ကွက်,MMR017008701507,township_005,town_006,ward
ward_00063,Za Kar Ward,ဇကာရပ်ကွက်,MMR017008701511,township_005,town_006,ward
ward_00064,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017008702501,township_005,town_007,ward
ward_00065,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017008702502,township_005,town_007,ward
ward_00066,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017008702503,township_005,town_007,ward
ward_00067,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017008702504,township_005,town_007,ward
ward_00068,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017008702505,township_005,town_007,ward
ward_00069,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017013702501,township_006,town_008,ward
ward_00070,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017013702502,township_006,town_008,ward
ward_00071,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017013702503,township_006,town_008,ward
ward_00072,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017013702504,township_006,town_008,ward
ward_00073,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017013702505,township_006,town_008,ward
ward_00074,No (1) Ward,(၁) ရပ်ကွက်,MMR017013701501,township_006,town_009,ward
ward_00075,No (2) Ward,(၂) ရပ်ကွက်,MMR017013701502,township_006,town_009,ward
ward_00076,No (3) Ward,(၃) ရပ်ကွက်,MMR017013701503,township_006,town_009,ward
ward_00077,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017013703501,township_006,town_010,ward
ward_00078,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017013703502,township_006,town_010,ward
ward_00079,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017013703503,township_006,town_010,ward
ward_00080,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017013703504,township_006,town_010,ward
ward_00081,No (1) Ward,ရပ်ကွက် (၁) ရပ်ကွက်,MMR017002701501,township_007,town_011,ward
ward_00082,No (2) Ward,ရပ်ကွက် (၂) ရပ်ကွက်,MMR017002701502,township_007,town_011,ward
ward_00083,No (3) Ward,ရပ်ကွက် (၃) ရပ်ကွက်,MMR017002701503,township_007,town_011,ward
ward_00084,No (4) Ward,ရပ်ကွက် (၄) ရပ်ကွက်,MMR017002701504,township_007,town_011,ward
ward_00085,No (5) Ward,ရပ်ကွက် (၅) ရပ်ကွက်,MMR017002701505,township_007,town_011,ward
ward_00086,No (6) Ward,ရပ်ကွက် (၆) ရပ်ကွက်,MMR017002701506,township_007,town_011,ward
ward_00087,No (7) Ward,ရပ်ကွက် (၇) ရပ်ကွက်,MMR017002701507,township_007,town_011,ward
ward_00088,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017025701501,township_008,town_012,ward
ward_00089,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017025701502,township_008,town_012,ward
ward_00090,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017025701503,township_008,town_012,ward
ward_00091,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017025701504,township_008,town_012,ward
ward_00092,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017025701505,township_008,town_012,ward
ward_00093,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,MMR017025701506,township_008,town_012,ward
ward_00094,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017012702501,township_009,town_013,ward
ward_00095,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017012702502,township_009,town_013,ward
ward_00096,Myo Ma Ward,မြို့မရပ်ကွက်,MMR017012701501,township_009,town_014,ward
ward_00097,Shwe Taung Su Ward,ရွှေတောင်စုရပ်ကွက်,MMR017012701503,township_009,town_014,ward
ward_00098,Ywar Thit Ward,ရွာသစ်ရပ်ကွက်,MMR017012701502,township_009,town_014,ward
ward_00099,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017007701501,township_010,town_015,ward
ward_00100,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017007701502,township_010,town_015,ward
ward_00101,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017007701503,township_010,town_015,ward
ward_00102,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017007701504,township_010,town_015,ward
ward_00103,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017007701505,township_010,town_015,ward
ward_00104,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017005702501,township_011,town_016,ward
ward_00105,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017005702502,township_011,town_016,ward
ward_00106,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017005702503,township_011,town_016,ward
ward_00107,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017005702504,township_011,town_016,ward
ward_00108,Aung San Ward,အောင်ဆန်းရပ်ကွက်,MMR017005701504,township_011,town_017,ward
ward_00109,Mya Wa Di Ward,မြဝတီရပ်ကွက်,MMR017005701502,township_011,town_017,ward
ward_00110,Pin Lon Ward,ပင်လုံရပ်ကွက်,MMR017005701503,township_011,town_017,ward
ward_00111,Tay Za Ward,တေဇရပ်ကွက်,MMR017005701501,township_011,town_017,ward
ward_00112,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017016704501,township_012,town_018,ward
ward_00113,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017016704502,township_012,town_018,ward
ward_00114,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017016704503,township_012,town_018,ward
ward_00115,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017016703501,township_012,town_019,ward
ward_00116,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017016703502,township_012,town_019,ward
ward_00117,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017016703503,township_012,town_019,ward
ward_00118,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017016703504,township_012,town_019,ward
ward_00119,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017016701501,township_012,town_020,ward
ward_00120,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,MMR017016701510,township_012,town_020,ward
ward_00121,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017016701502,township_012,town_020,ward
ward_00122,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017016701503,township_012,town_020,ward
ward_00123,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017016701504,township_012,town_020,ward
ward_00124,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017016701505,township_012,town_020,ward
ward_00125,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,MMR017016701506,township_012,town_020,ward
ward_00126,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,MMR017016701507,township_012,town_020,ward
ward_00127,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,MMR017016701508,township_012,town_020,ward
ward_00128,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,MMR017016701509,township_012,town_020,ward
ward_00129,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017016702501,township_012,town_021,ward
ward_00130,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017016702502,township_012,town_021,ward
ward_00131,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017016702503,township_012,town_021,ward
ward_00132,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017010701501,township_013,town_022,ward
ward_00133,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017010701502,township_013,town_022,ward
ward_00134,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017010701503,township_013,town_022,ward
ward_00135,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017010701504,township_013,town_022,ward
ward_00136,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017010701505,township_013,town_022,ward
ward_00137,Ah Hta Ka (1) Kyaung Ward,အထက (၁) ကျောင်းရပ်ကွက်,MMR017019701506,township_014,town_023,ward
ward_00138,Ah Hta Ka (2) Kyaung Ward,အထက (၂) ကျောင်းရပ်ကွက်,MMR017019701511,township_014,town_023,ward
ward_00139,Aung Myay Thar Zi Ward,အောင်မြေသာဇီရပ်ကွက်,MMR017019701509,township_014,town_023,ward
ward_00140,Baw Lone Kwin Ward,ဘောလုံးကွင်းရပ်ကွက်,MMR017019701502,township_014,town_023,ward
ward_00141,Hlay Seik Myauk Paing Ward,လှေဆိပ်မြောက်ပိုင်းရပ်ကွက်,MMR017019701507,township_014,town_023,ward
ward_00142,Hlay Seik Taung Paing Ward,လှေဆိပ်တောင်ပိုင်းရပ်ကွက်,MMR017019701508,township_014,town_023,ward
ward_00143,Ma Har Baw Di Ward,မဟာဗောဓိရပ်ကွက်,MMR017019701510,township_014,town_023,ward
ward_00144,Myo Lel Kyaung Ward,မြို့လယ်ကျောင်းရပ်ကွက်,MMR017019701504,township_014,town_023,ward
ward_00145,Paw Taw Mu Ward,ပေါ်တော်မူရပ်ကွက်,MMR017019701512,township_014,town_023,ward
ward_00146,Sar Yay Kone Ward,စာရေးကုန်းရပ်ကွက်,MMR017019701501,township_014,town_023,ward
ward_00147,Say Yon Ward,ဆေးရုံရပ်ကွက်,MMR017019701505,township_014,town_023,ward
ward_00148,Zay Ward,ဈေးရပ်ကွက်,MMR017019701503,township_014,town_023,ward
ward_00149,Chan Myayt Thar Yar Ward,ချမ်းမြေ့သာယာရပ်ကွက်,MMR017018701513,township_015,town_024,ward
ward_00150,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017018701501,township_015,town_024,ward
ward_00151,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,MMR017018701510,township_015,town_024,ward
ward_00152,No (11) Ward,အမှတ် (၁၁) ရပ်ကွက်,MMR017018701511,township_015,town_024,ward
ward_00153,No (12) Ward,အမှတ် (၁၂) ရပ်ကွက်,MMR017018701512,township_015,town_024,ward
ward_00154,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017018701502,township_015,town_024,ward
ward_00155,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017018701503,township_015,town_024,ward
ward_00156,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017018701504,township_015,town_024,ward
ward_00157,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017018701505,township_015,town_024,ward
ward_00158,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,MMR017018701506,township_015,town_024,ward
ward_00159,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,MMR017018701507,township_015,town_024,ward
ward_00160,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,MMR017018701508,township_015,town_024,ward
ward_00161,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,MMR017018701509,township_015,town_024,ward
ward_00162,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017011703501,township_016,town_025,ward
ward_00163,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017011703502,township_016,town_025,ward
ward_00164,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017011703503,township_016,town_025,ward
ward_00165,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017011703504,township_016,town_025,ward
ward_00166,Ah Lel Paing Ward,အလယ်ပိုင်းရပ်ကွက်,MMR017011702502,township_016,town_026,ward
ward_00167,Myauk Paing Ward,မြောက်ပိုင်းရပ်ကွက်,MMR017011702501,township_016,town_026,ward
ward_00168,Myo Ma Ward,မြို့မရပ်ကွက်,MMR017011702504,township_016,town_026,ward
ward_00169,Yaik Su Ward,ရိုက်စုရပ်ကွက်,MMR017011702505,township_016,town_026,ward
ward_00170,Zay Paing Ward,ဈေးပိုင်းရပ်ကွက်,MMR017011702503,township_016,town_026,ward
ward_00171,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017011701501,township_016,town_027,ward
ward_00172,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017011701502,township_016,town_027,ward
ward_00173,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017011701503,township_016,town_027,ward
ward_00174,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017011701504,township_016,town_027,ward
ward_00175,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017011701505,township_016,town_027,ward
ward_00176,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,MMR017011701506,township_016,town_027,ward
ward_00177,Kant Kaw Myaing Ward,ကံ့ကော်မြိုင်ရပ်ကွက်,MMR017014701512,township_017,town_028,ward
ward_00178,Ma Yan Kone Ward,မရမ်းကုန်းရပ်ကွက်,MMR017014701511,township_017,town_028,ward
ward_00179,Mya Hay Mar Ward,မြဟေမာရပ်ကွက်,MMR017014701516,township_017,town_028,ward
ward_00180,Mya Kan Thar Ward,မြကန်သာရပ်ကွက်,MMR017014701513,township_017,town_028,ward
ward_00181,Mya Sandar Ward,မြစန္ဒာရပ်ကွက်,MMR017014701515,township_017,town_028,ward
ward_00182,Mya Ya Da Nar Ward,မြရတနာရပ်ကွက်,MMR017014701514,township_017,town_028,ward
ward_00183,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017014701501,township_017,town_028,ward
ward_00184,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,MMR017014701510,township_017,town_028,ward
ward_00185,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017014701502,township_017,town_028,ward
ward_00186,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017014701503,township_017,town_028,ward
ward_00187,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017014701504,township_017,town_028,ward
ward_00188,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017014701505,township_017,town_028,ward
ward_00189,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,MMR017014701506,township_017,town_028,ward
ward_00190,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,MMR017014701507,township_017,town_028,ward
ward_00191,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,MMR017014701508,township_017,town_028,ward
ward_00192,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,MMR017014701509,township_017,town_028,ward
ward_00193,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017004703501,township_018,town_029,ward
ward_00194,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017004703502,township_018,town_029,ward
ward_00195,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017004703503,township_018,town_029,ward
ward_00196,Ah Nauk Paing Ward,အနောက်ပိုင်းရပ်ကွက်,MMR017004701504,township_018,town_030,ward
ward_00197,Ah Shey Paing Ward,အရှေ့ပိုင်းရပ်ကွက်,MMR017004701503,township_018,town_030,ward
ward_00198,Myauk Paing Ward,မြောက်ပိုင်းရပ်ကွက်,MMR017004701501,township_018,town_030,ward
ward_00199,Taung Paing Ward,တောင်ပိုင်းရပ်ကွက်,MMR017004701502,township_018,town_030,ward
ward_00200,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017004702501,township_018,town_031,ward
ward_00201,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017004702502,township_018,town_031,ward
ward_00202,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017021701501,township_019,town_032,ward
ward_00203,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,MMR017021701510,township_019,town_032,ward
ward_00204,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017021701502,township_019,town_032,ward
ward_00205,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017021701503,township_019,town_032,ward
ward_00206,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017021701504,township_019,town_032,ward
ward_00207,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017021701505,township_019,town_032,ward
ward_00208,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,MMR017021701506,township_019,town_032,ward
ward_00209,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,MMR017021701507,township_019,town_032,ward
ward_00210,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,MMR017021701508,township_019,town_032,ward
ward_00211,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,MMR017021701509,township_019,town_032,ward
ward_00212,Ah Lel Paing Ward,အလယ်ပိုင်းရပ်ကွက်,MMR017020701502,township_020,town_033,ward
ward_00213,Ah Nauk Paing Ward,အနောက်ပိုင်းရပ်ကွက်,MMR017020701503,township_020,town_033,ward
ward_00214,Ah Shey Paing Ward,အရှေ့ပိုင်းရပ်ကွက်,MMR017020701501,township_020,town_033,ward
ward_00215,Myo Kwet Thit Ward,မြို့ကွက်သစ်ရပ်ကွက်,MMR017020701504,township_020,town_033,ward
ward_00216,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017001704501,township_021,town_034,ward
ward_00217,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017001704502,township_021,town_034,ward
ward_00218,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017001704503,township_021,town_034,ward
ward_00219,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017001703501,township_021,town_035,ward
ward_00220,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017001703502,township_021,town_035,ward
ward_00221,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017001703503,township_021,town_035,ward
ward_00222,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017001703504,township_021,town_035,ward
ward_00223,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017001701501,township_021,town_036,ward
ward_00224,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,MMR017001701510,township_021,town_036,ward
ward_00225,No (11) Ward (Kan To Min Nei Myay),အမှတ် (၁၁) ရပ်ကွက်(ကန်တိုမင်နယ်မြေ),MMR017001701511,township_021,town_036,ward
ward_00226,No (12) Ward (Yae  Kyi U Ward),အမှတ် (၁၂) ရပ်ကွက် (ရေကြည်ဦးရပ်ကွက်),MMR017001701512,township_021,town_036,ward
ward_00227,No (13) Ward (Shwe Wit Hmon Ward),အမှတ် (၁၃) ရပ်ကွက် (ရွှေဝတ်မှုံရပ်ကွက်),MMR017001701513,township_021,town_036,ward
ward_00228,No (14) Ward,အမှတ် (၁၄) ရပ်ကွက်,MMR017001701514,township_021,town_036,ward
ward_00229,No (15) Ward,အမှတ် (၁၅) ရပ်ကွက်,MMR017001701515,township_021,town_036,ward
ward_00230,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017001701502,township_021,town_036,ward
ward_00231,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017001701503,township_021,town_036,ward
ward_00232,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017001701504,township_021,town_036,ward
ward_00233,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,MMR017001701505,township_021,town_036,ward
ward_00234,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,MMR017001701506,township_021,town_036,ward
ward_00235,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,MMR017001701507,township_021,town_036,ward
ward_00236,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,MMR017001701508,township_021,town_036,ward
ward_00237,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,MMR017001701509,township_021,town_036,ward
ward_00238,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017001702501,township_021,town_037,ward
ward_00239,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017001702502,township_021,town_037,ward
ward_00240,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017001702503,township_021,town_037,ward
ward_00241,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,MMR017023702501,township_022,town_038,ward
ward_00242,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,MMR017023702502,township_022,town_038,ward
ward_00243,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,MMR017023702503,township_022,town_038,ward
ward_00244,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,MMR017023702504,township_022,town_038,ward
ward_00245,No (1) Ward (Da Ni Taw Ward),ရပ်ကွက် (၁) ဓနိတောရပ်ကွက်,MMR017023701501,township_022,town_039,ward
ward_00246,No (10) Ward (Kwet Thit (Middle) Ward),ရပ်ကွက် (၁၀) ကွက်သစ်အလယ်ရပ်ကွက်,MMR017023701510,township_022,town_039,ward
ward_00247,No (11) Ward (Kwet Thit (South) Ward),ရပ်ကွက် (၁၁) ကွက်သစ်တောင်ရပ်ကွက်,MMR017023701511,township_022,town_039,ward
