id,name,p_code,township_id:id,town_id:id,ward_type
ward_04131,Kya Khat Kone,MMR017025033,township_008,,village_tract
ward_04132,Kyan Khin Pa Be Su,MMR017025039,township_008,,village_tract
ward_04133,Kyan Khin Su,MMR017025040,township_008,,village_tract
ward_04134,Kyar Kaik (Let Khoke),MMR017025024,township_008,,village_tract
ward_04135,Kyaung Su,MMR017025009,township_008,,village_tract
ward_04136,Kyee Chaung,MMR017025021,township_008,,village_tract
ward_04137,Kyon Hpar Yae Kyaw,MMR017025017,township_008,,village_tract
ward_04138,Kyon Ka Lut,MMR017025048,township_008,,village_tract
ward_04139,Kyon Kyaik,MMR017025010,township_008,,village_tract
ward_04140,Kyon La Mu,MMR017025014,township_008,,village_tract
ward_04141,Kyon Ma Ngay Ah Su Gyi,MMR017025071,township_008,,village_tract
ward_04142,Kyon Ma Ngeit,MMR017025079,township_008,,village_tract
ward_04143,Kyon Thi Wa,MMR017025057,township_008,,village_tract
ward_04144,Kyon Tone Let Pan,MMR017025038,township_008,,village_tract
ward_04145,Kyon Tone Ta Man,MMR017025037,township_008,,village_tract
ward_04146,Kywe Ku Kha Yar Yoe,MMR017025001,township_008,,village_tract
ward_04147,Kywe Ta Lin,MMR017025023,township_008,,village_tract
ward_04148,La Tar Gyi,MMR017025034,township_008,,village_tract
ward_04149,Lay Ein Tan,MMR017025004,township_008,,village_tract
ward_04150,Lay Lan Pin,MMR017025074,township_008,,village_tract
ward_04151,Lin Tun,MMR017025080,township_008,,village_tract
ward_04152,Ma Yan Gyi,MMR017025073,township_008,,village_tract
ward_04153,Ma Yan Ka Lay,MMR017025058,township_008,,village_tract
ward_04154,Me Za Li Kone,MMR017025070,township_008,,village_tract
ward_04155,Meik Tha Lin,MMR017025086,township_008,,village_tract
ward_04156,Myanmar Kayin Su,MMR017025075,township_008,,village_tract
ward_04157,Nat Sin Kyaung Su,MMR017025049,township_008,,village_tract
ward_04158,Nat Sin Wa,MMR017025042,township_008,,village_tract
ward_04159,Nga Pi Chaung,MMR017025068,township_008,,village_tract
ward_04160,Nga Pway Tan Sar Hpyu,MMR017025056,township_008,,village_tract
ward_04161,Ngwe Inn Su,MMR017025016,township_008,,village_tract
ward_04162,Ohn Pin Su,MMR017025076,township_008,,village_tract
ward_04163,Pa Yaik Kyan Khin,MMR017025050,township_008,,village_tract
ward_04164,Pa Yaik Wa,MMR017025054,township_008,,village_tract
ward_04165,Pan Be Su,MMR017025067,township_008,,village_tract
ward_04166,Pay Chaung,MMR017025026,township_008,,village_tract
ward_04167,Pe Kho Su,MMR017025029,township_008,,village_tract
ward_04168,Sar Hpo Thaing Chaung,MMR017025082,township_008,,village_tract
ward_04169,Sin Tar,MMR017025006,township_008,,village_tract
ward_04170,Sit Kone,MMR017025084,township_008,,village_tract
ward_04171,Su Ga Nan,MMR017025046,township_008,,village_tract
ward_04172,Ta Boe Kone,MMR017025065,township_008,,village_tract
ward_04173,Ta Man Gyi,MMR017025072,township_008,,village_tract
ward_04174,Ta Nyi,MMR017025012,township_008,,village_tract
ward_04175,Ta Pay Ta Mawt,MMR017025066,township_008,,village_tract
ward_04176,Tar Pat,MMR017025032,township_008,,village_tract
ward_04177,Taung Boet Gyi,MMR017025008,township_008,,village_tract
ward_04178,Teit Teit Ku,MMR017025061,township_008,,village_tract
ward_04179,Tha Byu Seik,MMR017025069,township_008,,village_tract
ward_04180,Tha Met Pyay Wa,MMR017025083,township_008,,village_tract
ward_04181,Tha Pyay Chaung,MMR017025028,township_008,,village_tract
ward_04182,Tha Pyay Tan,MMR017025020,township_008,,village_tract
ward_04183,Thar Yar Kone,MMR017025077,township_008,,village_tract
ward_04184,Thar Yar Wea,MMR017025045,township_008,,village_tract
ward_04185,Tone Hle Ah Hta Nee,MMR017025025,township_008,,village_tract
ward_04186,War Kauk,MMR017025030,township_008,,village_tract
ward_04187,Yone Daunt,MMR017025007,township_008,,village_tract
ward_04188,Ah Lon,MMR017012019,township_009,,village_tract
ward_04189,Chin Myaung,MMR017012006,township_009,,village_tract
ward_04190,Htan Ta Pin,MMR017012011,township_009,,village_tract
ward_04191,Ka Loet Kwin,MMR017012003,township_009,,village_tract
ward_04192,Ka Zin Gyi,MMR017012015,township_009,,village_tract
ward_04193,Khon Gyi,MMR017012020,township_009,,village_tract
ward_04194,Koe Inn,MMR017012017,township_009,,village_tract
ward_04195,Kun Ait Kone,MMR017012026,township_009,,village_tract
ward_04196,Kwayt Ma,MMR017012002,township_009,,village_tract
ward_04197,Kwin Gyi,MMR017012028,township_009,,village_tract
ward_04198,Kyan Taw,MMR017012007,township_009,,village_tract
ward_04199,Kyar Inn,MMR017012018,township_009,,village_tract
ward_04200,Kyat Ka Lay,MMR017012013,township_009,,village_tract
ward_04201,Kyoet Pin Su,MMR017012030,township_009,,village_tract
ward_04202,Me Kone,MMR017012014,township_009,,village_tract
ward_04203,Oke Twin,MMR017012016,township_009,,village_tract
ward_04204,Pauk Nwe San,MMR017012024,township_009,,village_tract
ward_04205,Pein Hne Kwin,MMR017012021,township_009,,village_tract
ward_04206,Pet Ma Khan,MMR017012008,township_009,,village_tract
ward_04207,Poe Su Gyi,MMR017012029,township_009,,village_tract
ward_04208,Shauk Khon,MMR017012023,township_009,,village_tract
ward_04209,Shwe Pan Taw,MMR017012005,township_009,,village_tract
ward_04210,Son Le,MMR017012012,township_009,,village_tract
ward_04211,Ta Laing Kwin,MMR017012001,township_009,,village_tract
ward_04212,Thauk Kyar Du,MMR017012009,township_009,,village_tract
ward_04213,Thea Hpyu,MMR017012004,township_009,,village_tract
ward_04214,Thit Seint Kaing,MMR017012025,township_009,,village_tract
ward_04215,Yae Lel Kyun,MMR017012010,township_009,,village_tract
ward_04216,Yae Nan Taung,MMR017012022,township_009,,village_tract
ward_04217,Zee Pin Kwin,MMR017012027,township_009,,village_tract
ward_04218,Ah Shey Chaung,MMR017007038,township_010,,village_tract
ward_04219,Ah Su Gyi,MMR017007003,township_010,,village_tract
ward_04220,Ba Li Daunt,MMR017007022,township_010,,village_tract
ward_04221,Byaik,MMR017007012,township_010,,village_tract
ward_04222,Byaik Gyi,MMR017007043,township_010,,village_tract
ward_04223,Chaung Gyi,MMR017007019,township_010,,village_tract
ward_04224,Daunt Gyi,MMR017007040,township_010,,village_tract
ward_04225,Daunt Kway,MMR017007030,township_010,,village_tract
ward_04226,Doe Tan,MMR017007024,township_010,,village_tract
ward_04227,Gon Min,MMR017007044,township_010,,village_tract
ward_04228,Hlay Kwe La Har,MMR017007048,township_010,,village_tract
ward_04229,Hle Seik,MMR017007065,township_010,,village_tract
ward_04230,Hpa Yar Gyi Kone,MMR017007026,township_010,,village_tract
ward_04231,Hpone Soe,MMR017007016,township_010,,village_tract
ward_04232,Htan Ta Pin,MMR017007046,township_010,,village_tract
ward_04233,Htauk Shar,MMR017007017,township_010,,village_tract
ward_04234,Ka Nyin Thone Sint,MMR017007001,township_010,,village_tract
ward_04235,Kaing Tar,MMR017007009,township_010,,village_tract
ward_04236,Kaing Waing,MMR017007034,township_010,,village_tract
ward_04237,Kan Ka Lay,MMR017007064,township_010,,village_tract
ward_04238,Kauk Gyi Kone,MMR017007015,township_010,,village_tract
ward_04239,Kun Chan Kone,MMR017007054,township_010,,village_tract
ward_04240,Kwin Gyi,MMR017007002,township_010,,village_tract
ward_04241,Kyar Ga Yet,MMR017007033,township_010,,village_tract
ward_04242,Kyar Kaik,MMR017007020,township_010,,village_tract
ward_04243,Kyaung Aing,MMR017007005,township_010,,village_tract
ward_04244,Kyon Hpar Yoe,MMR017007062,township_010,,village_tract
ward_04245,Kyon Tar,MMR017007036,township_010,,village_tract
ward_04246,Leik Poke,MMR017007035,township_010,,village_tract
ward_04247,Let Pan Chaung,MMR017007060,township_010,,village_tract
ward_04248,Lu Thant Chaung,MMR017007057,township_010,,village_tract
ward_04249,Ma Gyi Chaung,MMR017007028,township_010,,village_tract
ward_04250,Ma Gyi Pin Kwin,MMR017007047,township_010,,village_tract
ward_04251,Min Ma Naing,MMR017007014,township_010,,village_tract
ward_04252,Moe Ma Kha,MMR017007006,township_010,,village_tract
ward_04253,Moe Pyar Ah Shey,MMR017007013,township_010,,village_tract
ward_04254,Oe Bo,MMR017007053,township_010,,village_tract
ward_04255,Pan Taw Yoe,MMR017007059,township_010,,village_tract
ward_04256,Pauk Ngu,MMR017007029,township_010,,village_tract
ward_04257,Pauk Sein Peit,MMR017007049,township_010,,village_tract
ward_04258,Sa Bai Yon,MMR017007050,township_010,,village_tract
ward_04259,Sauk Aing,MMR017007031,township_010,,village_tract
ward_04260,Seik Hpu Ni,MMR017007061,township_010,,village_tract
ward_04261,Seik Thar,MMR017007037,township_010,,village_tract
ward_04262,Shan,MMR017007018,township_010,,village_tract
ward_04263,Shwe Pan Ngu,MMR017007063,township_010,,village_tract
ward_04264,Sin Ku,MMR017007027,township_010,,village_tract
ward_04265,Ta Khun Taing,MMR017007010,township_010,,village_tract
ward_04266,Tet Seik,MMR017007023,township_010,,village_tract
ward_04267,Thaung Gyi,MMR017007025,township_010,,village_tract
ward_04268,Thea Kon,MMR017007051,township_010,,village_tract
ward_04269,Thit Seint Kone,MMR017007008,township_010,,village_tract
ward_04270,Wet Chan Ga Yet,MMR017007056,township_010,,village_tract
ward_04271,Wet Chaung,MMR017007004,township_010,,village_tract
ward_04272,Yae Ga Loke,MMR017007021,township_010,,village_tract
ward_04273,Yae Tar Gyi,MMR017007045,township_010,,village_tract
ward_04274,Yaung Pyit Kwin,MMR017007058,township_010,,village_tract
ward_04275,Yin Saing,MMR017007052,township_010,,village_tract
ward_04276,Yone Pin,MMR017007041,township_010,,village_tract
ward_04277,Yone Taw,MMR017007039,township_010,,village_tract
ward_04278,Ywar Thar Kone,MMR017007007,township_010,,village_tract
ward_04279,Za Yat Kwin,MMR017007011,township_010,,village_tract
ward_04280,Za Yat Seik,MMR017007032,township_010,,village_tract
ward_04281,Zee Chaung,MMR017007042,township_010,,village_tract
ward_04282,Zee Ngu,MMR017007055,township_010,,village_tract
ward_04283,Ah Htaung,MMR017005028,township_011,,village_tract
ward_04284,Ah Kway Tan,MMR017005080,township_011,,village_tract
ward_04285,Ah Su Gyi,MMR017005054,township_011,,village_tract
ward_04286,Ah Waing Nin Gyan,MMR017005086,township_011,,village_tract
ward_04287,Aing Gyi,MMR017005040,township_011,,village_tract
ward_04288,Aing Ma,MMR017005076,township_011,,village_tract
ward_04289,Baw Zoke,MMR017005088,township_011,,village_tract
ward_04290,Chin Hlar,MMR017005021,township_011,,village_tract
ward_04291,Da Naw,MMR017005079,township_011,,village_tract
ward_04292,Daik Pyet,MMR017005016,township_011,,village_tract
ward_04293,Eik Ka Duk,MMR017005045,township_011,,village_tract
ward_04294,Ga Nein,MMR017005078,township_011,,village_tract
ward_04295,Hle Seik,MMR017005055,township_011,,village_tract
ward_04296,Hpa Lan Kone,MMR017005019,township_011,,village_tract
ward_04297,Htein Ngu Gyi,MMR017005005,township_011,,village_tract
ward_04298,Htein Ta Pin,MMR017005059,township_011,,village_tract
ward_04299,Inn Hpyar,MMR017005012,township_011,,village_tract
ward_04300,Inn Ma,MMR017005066,township_011,,village_tract
ward_04301,Inn Par,MMR017005020,township_011,,village_tract
ward_04302,Inn Ta Yaw,MMR017005030,township_011,,village_tract
ward_04303,Inn Ye,MMR017005065,township_011,,village_tract
ward_04304,Inn Ye Kyun,MMR017005070,township_011,,village_tract
ward_04305,Ka Nyin Saing,MMR017005029,township_011,,village_tract
ward_04306,Kan Su,MMR017005064,township_011,,village_tract
ward_04307,Kan Thone Sint,MMR017005013,township_011,,village_tract
ward_04308,Kha Yu Yoe,MMR017005060,township_011,,village_tract
ward_04309,Kone Me Za Li,MMR017005089,township_011,,village_tract
ward_04310,Kone Thar Gyi,MMR017005011,township_011,,village_tract
ward_04311,Kwin Baw,MMR017005027,township_011,,village_tract
ward_04312,Kwin Chauk,MMR017005041,township_011,,village_tract
ward_04313,Kwin Gyi,MMR017005048,township_011,,village_tract
ward_04314,Kwin Hlar,MMR017005039,township_011,,village_tract
ward_04315,Kwin Thar,MMR017005006,township_011,,village_tract
ward_04316,Kyaik Par,MMR017005052,township_011,,village_tract
ward_04317,Kyaung Su,MMR017005032,township_011,,village_tract
ward_04318,Kyee Aing,MMR017005010,township_011,,village_tract
ward_04319,Kyet Ta Nyin,MMR017005035,township_011,,village_tract
ward_04320,Kyon Ma Yan,MMR017005018,township_011,,village_tract
ward_04321,Kyon Ta Nee,MMR017005044,township_011,,village_tract
ward_04322,Kyu Taw,MMR017005023,township_011,,village_tract
ward_04323,Kywe Chan Daunt,MMR017005033,township_011,,village_tract
ward_04324,Kywe Gaung,MMR017005062,township_011,,village_tract
ward_04325,Kywe Ta Lin,MMR017005046,township_011,,village_tract
ward_04326,La Har Paing,MMR017005004,township_011,,village_tract
ward_04327,Ma Gyi Kone,MMR017005067,township_011,,village_tract
ward_04328,Ma Hla Pan,MMR017005072,township_011,,village_tract
ward_04329,Man Kyar,MMR017005036,township_011,,village_tract
ward_04330,Man Set Ku,MMR017005043,township_011,,village_tract
ward_04331,Me Ga Yet,MMR017005087,township_011,,village_tract
ward_04332,Mi Chaung Aing,MMR017005068,township_011,,village_tract
ward_04333,Myet Ni Kwin,MMR017005083,township_011,,village_tract
ward_04334,Myo Chaung,MMR017005057,township_011,,village_tract
ward_04335,Nga Gyi Htu,MMR017005053,township_011,,village_tract
ward_04336,Ngar Aik Kwin,MMR017005056,township_011,,village_tract
ward_04337,Nyaung Pin Seik,MMR017005007,township_011,,village_tract
ward_04338,Paik Taw,MMR017005014,township_011,,village_tract
ward_04339,Pyin Cha Seik,MMR017005002,township_011,,village_tract
ward_04340,Pyin Ka Doe Kone,MMR017005063,township_011,,village_tract
ward_04341,Pyin Ma Pin Hla,MMR017005084,township_011,,village_tract
ward_04342,Sauk Waing,MMR017005017,township_011,,village_tract
ward_04343,Shar Khe,MMR017005031,township_011,,village_tract
ward_04344,Shwe Ka Nyin Pin,MMR017005074,township_011,,village_tract
ward_04345,Sin Kaung,MMR017005077,township_011,,village_tract
ward_04346,Taik,MMR017005073,township_011,,village_tract
ward_04347,Taw Chaung,MMR017005009,township_011,,village_tract
ward_04348,Taw Gyi,MMR017005025,township_011,,village_tract
ward_04349,Tha Hpan Chaung,MMR017005071,township_011,,village_tract
ward_04350,Tha Pyay Hla,MMR017005024,township_011,,village_tract
ward_04351,Tha Yet Chaung,MMR017005015,township_011,,village_tract
ward_04352,Tha Yet Cho,MMR017005069,township_011,,village_tract
ward_04353,Tha Yet Thone Pin,MMR017005050,township_011,,village_tract
ward_04354,Than Hlyet Sun,MMR017005003,township_011,,village_tract
ward_04355,Thar Yar Kone,MMR017005038,township_011,,village_tract
ward_04356,Thaung,MMR017005001,township_011,,village_tract
ward_04357,Thaung Gyi,MMR017005047,township_011,,village_tract
ward_04358,Thea Hpyu Ah Lel,MMR017005090,township_011,,village_tract
ward_04359,Thea Kone,MMR017005061,township_011,,village_tract
ward_04360,Thein Kone,MMR017005034,township_011,,village_tract
ward_04361,Thet Kei Pyin,MMR017005082,township_011,,village_tract
ward_04362,Thin Taw Ga Yet,MMR017005085,township_011,,village_tract
ward_04363,Thin Taw Gyi,MMR017005049,township_011,,village_tract
ward_04364,Thit Ma Thi,MMR017005037,township_011,,village_tract
ward_04365,Wea Gyi,MMR017005022,township_011,,village_tract
ward_04366,Wet Chaung,MMR017005075,township_011,,village_tract
ward_04367,Yae Sa Khan,MMR017005042,township_011,,village_tract
ward_04368,Za Yat Hla,MMR017005081,township_011,,village_tract
ward_04369,Za Yat Kwin,MMR017005051,township_011,,village_tract
ward_04370,Za Yat Seik,MMR017005026,township_011,,village_tract
ward_04371,Za Yit Yoe,MMR017005008,township_011,,village_tract
ward_04372,Zin Pyun,MMR017005058,township_011,,village_tract
ward_04373,Ah Htet Pyun,MMR017016076,township_012,,village_tract
ward_04374,Ah Mat,MMR017016007,township_012,,village_tract
ward_04375,Baing Daunt Chaung,MMR017016046,township_012,,village_tract
ward_04376,Bar Thar Kone,MMR017016098,township_012,,village_tract
ward_04377,Bay Pauk,MMR017016014,township_012,,village_tract
ward_04378,Bi Tut,MMR017016019,township_012,,village_tract
ward_04379,Boe Pyayt,MMR017016016,township_012,,village_tract
ward_04380,Bone Gyi Kone,MMR017016106,township_012,,village_tract
ward_04381,Chaung Wa,MMR017016072,township_012,,village_tract
ward_04382,Da Ni Seik,MMR017016049,township_012,,village_tract
ward_04383,Daunt Gyi,MMR017016080,township_012,,village_tract
ward_04384,Dee Du Kone,MMR017016055,township_012,,village_tract
ward_04385,Gant Eik,MMR017016035,township_012,,village_tract
ward_04386,Gon Hnyin Tan,MMR017016018,township_012,,village_tract
ward_04387,Gway Chaung,MMR017016082,township_012,,village_tract
ward_04388,Hlaing Bone,MMR017016103,township_012,,village_tract
ward_04389,Hlwa Zar,MMR017016044,township_012,,village_tract
ward_04390,Hnget Pauk,MMR017016085,township_012,,village_tract
ward_04391,Hpa Yar Hla,MMR017016057,township_012,,village_tract
ward_04392,Hpaung Doe,MMR017016071,township_012,,village_tract
ward_04393,Htin Pon Kwin,MMR017016010,township_012,,village_tract
ward_04394,Ka Ka Yan,MMR017016024,township_012,,village_tract
ward_04395,Ka Nyin Chaung,MMR017016068,township_012,,village_tract
ward_04396,Ka Nyin Kaing,MMR017016107,township_012,,village_tract
ward_04397,Ka Nyin Kone,MMR017016006,township_012,,village_tract
ward_04398,Ka Nyin Ngu,MMR017016075,township_012,,village_tract
ward_04399,Ka Tha Paung,MMR017016093,township_012,,village_tract
ward_04400,Kaing Thaung,MMR017016110,township_012,,village_tract
ward_04401,Kan Bet,MMR017016011,township_012,,village_tract
ward_04402,Kan Chaing,MMR017016064,township_012,,village_tract
ward_04403,Kan Chaung,MMR017016086,township_012,,village_tract
ward_04404,Kant Ba Lar,MMR017016036,township_012,,village_tract
ward_04405,Koe Htaung,MMR017016074,township_012,,village_tract
ward_04406,Koke Ko,MMR017016045,township_012,,village_tract
ward_04407,Kone Gyi,MMR017016042,township_012,,village_tract
ward_04408,Kone Tan,MMR017016079,township_012,,village_tract
ward_04409,Kyar Kan,MMR017016089,township_012,,village_tract
ward_04410,Kyar Kan,MMR017016077,township_012,,village_tract
ward_04411,Kyauk Chaung,MMR017016067,township_012,,village_tract
ward_04412,Kyauk Hmaw,MMR017016001,township_012,,village_tract
ward_04413,Kyauk Hpyu Pein Hne Taung,MMR017016092,township_012,,village_tract
ward_04414,Kyauk Ta Gar,MMR017016078,township_012,,village_tract
ward_04415,Kyauk Tan Gyi,MMR017016094,township_012,,village_tract
ward_04416,Kyauk Tan Ka Lay,MMR017016095,township_012,,village_tract
ward_04417,Kyee Chaung,MMR017016025,township_012,,village_tract
ward_04418,Kyein Kone Gyi,MMR017016013,township_012,,village_tract
ward_04419,Kyein Kwin,MMR017016012,township_012,,village_tract
ward_04420,Kyon Ku,MMR017016056,township_012,,village_tract
ward_04421,Kyu Taw,MMR017016017,township_012,,village_tract
ward_04422,Kyun Chaung,MMR017016026,township_012,,village_tract
ward_04423,La Put Pyay Le Pyauk,MMR017016102,township_012,,village_tract
ward_04424,La Put Ta Loke (North),MMR017016003,township_012,,village_tract
ward_04425,La Put Ta Loke (South),MMR017016004,township_012,,village_tract
ward_04426,Ma Yan Kwin,MMR017016069,township_012,,village_tract
ward_04427,Maung Di,MMR017016100,township_012,,village_tract
ward_04428,Maung Nge,MMR017016020,township_012,,village_tract
ward_04429,Me Kha Ye,MMR017016053,township_012,,village_tract
ward_04430,Min Bu Su,MMR017016099,township_012,,village_tract
ward_04431,Mway Hauk,MMR017016101,township_012,,village_tract
ward_04432,Myit Pauk,MMR017016021,township_012,,village_tract
ward_04433,Myo Thit,MMR017016054,township_012,,village_tract
ward_04434,Na Gone,MMR017016073,township_012,,village_tract
ward_04435,Nga Pyay Ma,MMR017016052,township_012,,village_tract
ward_04436,Nyan Kwin,MMR017016096,township_012,,village_tract
ward_04437,Nyaung Chaung,MMR017016023,township_012,,village_tract
ward_04438,Nyaung Lan,MMR017016015,township_012,,village_tract
ward_04439,Nyaung Lein,MMR017016002,township_012,,village_tract
ward_04440,Nyaung Waing,MMR017016058,township_012,,village_tract
ward_04441,Ohn Ta Pin,MMR017016009,township_012,,village_tract
ward_04442,Oke Twin,MMR017016065,township_012,,village_tract
ward_04443,Pan Tone Kwin,MMR017016097,township_012,,village_tract
ward_04444,Poe Laung,MMR017016050,township_012,,village_tract
ward_04445,Pyin Kha Yaing,MMR017016062,township_012,,village_tract
ward_04446,Sa Lu Seik,MMR017016041,township_012,,village_tract
ward_04447,San Gyi,MMR017016070,township_012,,village_tract
ward_04448,Sar Chet,MMR017016047,township_012,,village_tract
ward_04449,Sar Kyin,MMR017016005,township_012,,village_tract
ward_04450,Shaw Chaung,MMR017016022,township_012,,village_tract
ward_04451,Sin Chay Yar,MMR017016037,township_012,,village_tract
ward_04452,Tat Kwin,MMR017016027,township_012,,village_tract
ward_04453,Tei Pin Taing,MMR017016043,township_012,,village_tract
ward_04454,Tha Nat Hpet,MMR017016008,township_012,,village_tract
ward_04455,Tha Pyay Chaung,MMR017016108,township_012,,village_tract
ward_04456,Tha Pyu Kone,MMR017016038,township_012,,village_tract
ward_04457,Tha Yet Kone Le Pyauk,MMR017016104,township_012,,village_tract
ward_04458,Tha Zin Kyun,MMR017016083,township_012,,village_tract
ward_04459,Thar Li Kar Kone,MMR017016105,township_012,,village_tract
ward_04460,Thea Kone Gyi,MMR017016051,township_012,,village_tract
ward_04461,Thet Kei Thaung,MMR017016063,township_012,,village_tract
ward_04462,Thin Gan Gyi,MMR017016039,township_012,,village_tract
ward_04463,Thin Gan Kone,MMR017016084,township_012,,village_tract
ward_04464,Thit Poke,MMR017016109,township_012,,village_tract
ward_04465,Thit Poke Teik,MMR017016088,township_012,,village_tract
ward_04466,Thone Gwa,MMR017016081,township_012,,village_tract
ward_04467,Tu Myaung,MMR017016090,township_012,,village_tract
ward_04468,War Kone,MMR017016061,township_012,,village_tract
ward_04469,Yae Kyaw Auk,MMR017016060,township_012,,village_tract
ward_04470,Yae Saing,MMR017016091,township_012,,village_tract
ward_04471,Yae Twin Seik,MMR017016048,township_012,,village_tract
ward_04472,Ye Khaung Gyi,MMR017016059,township_012,,village_tract
ward_04473,Yway,MMR017016040,township_012,,village_tract
ward_04474,Zee Chaing,MMR017016066,township_012,,village_tract
ward_04475,Zee Hpyu Seik,MMR017016087,township_012,,village_tract
ward_04476,Aing Tha Pyu,MMR017010022,township_013,,village_tract
ward_04477,Beit Pyar Kone,MMR017010030,township_013,,village_tract
ward_04478,Bi Tha Lun,MMR017010027,township_013,,village_tract
ward_04479,Boke Chaung,MMR017010016,township_013,,village_tract
ward_04480,Chauk Se,MMR017010025,township_013,,village_tract
ward_04481,Chin Kone,MMR017010032,township_013,,village_tract
ward_04482,Chin Lel,MMR017010041,township_013,,village_tract
ward_04483,Daunt Gyi,MMR017010007,township_013,,village_tract
ward_04484,Gyoe Gyar Kwin,MMR017010013,township_013,,village_tract
ward_04485,Hlaw Ka Htar,MMR017010037,township_013,,village_tract
ward_04486,Hle Htauk Kwin,MMR017010036,township_013,,village_tract
ward_04487,Htein Ngu,MMR017010001,township_013,,village_tract
ward_04488,Htein Taw Gyi,MMR017010014,township_013,,village_tract
ward_04489,Ka Nyin Taing,MMR017010040,township_013,,village_tract
ward_04490,Ka Nyin Thaung,MMR017010018,township_013,,village_tract
ward_04491,Ka Tet Kone,MMR017010003,township_013,,village_tract
ward_04492,Kha Mauk Su,MMR017010035,township_013,,village_tract
ward_04493,Khat Tu,MMR017010042,township_013,,village_tract
ward_04494,Koe Te,MMR017010019,township_013,,village_tract
ward_04495,Kun Chan Kone,MMR017010029,township_013,,village_tract
ward_04496,Kwin Gyi,MMR017010038,township_013,,village_tract
ward_04497,Kyee Pauk Kone,MMR017010026,township_013,,village_tract
ward_04498,La Har Gyi,MMR017010009,township_013,,village_tract
ward_04499,Let Tha Mar (Kayin),MMR017010023,township_013,,village_tract
ward_04500,Let Tha Mar (Myanmar),MMR017010024,township_013,,village_tract
ward_04501,Mei Za Li,MMR017010020,township_013,,village_tract
ward_04502,Moe Goke,MMR017010034,township_013,,village_tract
ward_04503,Nyaung Pin Wea,MMR017010002,township_013,,village_tract
ward_04504,Pan Taw Gyi,MMR017010028,township_013,,village_tract
ward_04505,Pein Inn,MMR017010011,township_013,,village_tract
ward_04506,Sar Yay Kwin,MMR017010006,township_013,,village_tract
ward_04507,Shan,MMR017010017,township_013,,village_tract
ward_04508,Shar Hpyu Kyin,MMR017010012,township_013,,village_tract
ward_04509,Tha Khut Chaung,MMR017010005,township_013,,village_tract
ward_04510,Thaung Boke,MMR017010043,township_013,,village_tract
ward_04511,Thea Nu Kone,MMR017010033,township_013,,village_tract
ward_04512,Thein Kone,MMR017010008,township_013,,village_tract
ward_04513,Thone Set,MMR017010004,township_013,,village_tract
ward_04514,War Taw Kwin,MMR017010031,township_013,,village_tract
ward_04515,War Yon Chaung,MMR017010010,township_013,,village_tract
ward_04516,Wut Kone,MMR017010039,township_013,,village_tract
ward_04517,Yae Nauk,MMR017010015,township_013,,village_tract
ward_04518,Yin Se,MMR017010021,township_013,,village_tract
ward_04519,Ah Chan,MMR017019007,township_014,,village_tract
ward_04520,Ah Gar,MMR017019008,township_014,,village_tract
ward_04521,Ah Lan,MMR017019003,township_014,,village_tract
ward_04522,Ah Lan Gyi,MMR017019006,township_014,,village_tract
ward_04523,Aing Waing,MMR017019005,township_014,,village_tract
ward_04524,Auk Htone,MMR017019001,township_014,,village_tract
ward_04525,Aung Bon,MMR017019002,township_014,,village_tract
ward_04526,Aung Heik,MMR017019004,township_014,,village_tract
ward_04527,Bee Lin,MMR017019009,township_014,,village_tract
ward_04528,Chauk,MMR017019010,township_014,,village_tract
ward_04529,Ein Yar Gyi,MMR017019011,township_014,,village_tract
ward_04530,Hman Pin,MMR017019012,township_014,,village_tract
ward_04531,Hta Nee,MMR017019069,township_014,,village_tract
ward_04532,Hta Yaw Nyaung Waing,MMR017019043,township_014,,village_tract
ward_04533,Hta Yaw Pay Kone,MMR017019050,township_014,,village_tract
ward_04534,Hta Yaw Sa Khan Gyi,MMR017019056,township_014,,village_tract
ward_04535,Hta Yaw Wa,MMR017019071,township_014,,village_tract
ward_04536,Htan Pin Kwayt (East),MMR017019064,township_014,,village_tract
ward_04537,Inn Ma,MMR017019013,township_014,,village_tract
ward_04538,Inn Tay,MMR017019014,township_014,,village_tract
ward_04539,Ka Nin Wa,MMR017019022,township_014,,village_tract
ward_04540,Ka Nu,MMR017019021,township_014,,village_tract
ward_04541,Ka Wet Kin,MMR017019027,township_014,,village_tract
ward_04542,Kan Kone,MMR017019019,township_014,,village_tract
ward_04543,Kha Naung,MMR017019030,township_014,,village_tract
ward_04544,Kha Naung Htaw,MMR017019024,township_014,,village_tract
ward_04545,Kun Su,MMR017019020,township_014,,village_tract
ward_04546,Kyaung,MMR017019026,township_014,,village_tract
ward_04547,Kyee Chaung,MMR017019023,township_014,,village_tract
ward_04548,Kyon Nat Taw,MMR017019015,township_014,,village_tract
ward_04549,Kyon Soke,MMR017019025,township_014,,village_tract
ward_04550,Kyon Tar Ka Lay,MMR017019029,township_014,,village_tract
ward_04551,Kyon Thin,MMR017019028,township_014,,village_tract
ward_04552,Kyon War,MMR017019017,township_014,,village_tract
ward_04553,Kywe Done,MMR017019016,township_014,,village_tract
ward_04554,Kywe Gat,MMR017019018,township_014,,village_tract
ward_04555,Lay Ein Su,MMR017019032,township_014,,village_tract
ward_04556,Let Kyar Gyi,MMR017019033,township_014,,village_tract
ward_04557,Let Pan Kone,MMR017019031,township_014,,village_tract
