id,name,p_code,township_id:id,town_id:id,ward_type
ward_00001,No (1) Ward,MMR017024701501,township_001,town_001,ward
ward_00002,No (10) Ward,MMR017024701510,township_001,town_001,ward
ward_00003,No (2) Ward,MMR017024701502,township_001,town_001,ward
ward_00004,No (3) Ward,MMR017024701503,township_001,town_001,ward
ward_00005,No (4) Ward,MMR017024701504,township_001,town_001,ward
ward_00006,No (5) Ward,MMR017024701505,township_001,town_001,ward
ward_00007,No (6) Ward,MMR017024701506,township_001,town_001,ward
ward_00008,No (7) Ward,MMR017024701507,township_001,town_001,ward
ward_00009,No (8) Ward,MMR017024701508,township_001,town_001,ward
ward_00010,No (9) Ward,MMR017024701509,township_001,town_001,ward
ward_00011,No (1) Ward,MMR017022701501,township_002,town_002,ward
ward_00012,No (10) Ward,MMR017022701510,township_002,town_002,ward
ward_00013,No (11) Ward,MMR017022701511,township_002,town_002,ward
ward_00014,No (12) Ward,MMR017022701512,township_002,town_002,ward
ward_00015,No (13) Ward,MMR017022701513,township_002,town_002,ward
ward_00016,No (14) Ward,MMR017022701514,township_002,town_002,ward
ward_00017,No (15) Ward,MMR017022701515,township_002,town_002,ward
ward_00018,No (16) Ward,MMR017022701516,township_002,town_002,ward
ward_00019,No (17) Ward,MMR017022701517,township_002,town_002,ward
ward_00020,No (18) Ward,MMR017022701518,township_002,town_002,ward
ward_00021,No (2) Ward,MMR017022701502,township_002,town_002,ward
ward_00022,No (3) Ward,MMR017022701503,township_002,town_002,ward
ward_00023,No (4) Ward,MMR017022701504,township_002,town_002,ward
ward_00024,No (5) Ward,MMR017022701505,township_002,town_002,ward
ward_00025,No (6) Ward,MMR017022701506,township_002,town_002,ward
ward_00026,No (7) Ward,MMR017022701507,township_002,town_002,ward
ward_00027,No (8) Ward,MMR017022701508,township_002,town_002,ward
ward_00028,No (9) Ward,MMR017022701509,township_002,town_002,ward
ward_00029,No (1) Ward,MMR017026701501,township_003,town_003,ward
ward_00030,No (2) Ward,MMR017026701502,township_003,town_003,ward
ward_00031,No (3) Ward,MMR017026701503,township_003,town_003,ward
ward_00032,Ah Htet Paing Ward,MMR017015701502,township_004,town_004,ward
ward_00033,Chaung Wa Paing Ward,MMR017015701501,township_004,town_004,ward
ward_00034,Ein Me Gyi Paing Ward,MMR017015701503,township_004,town_004,ward
ward_00035,Lel Paw Paing Ward,MMR017015701504,township_004,town_004,ward
ward_00036,Sar Chun Khan Paing Ward,MMR017015701505,township_004,town_004,ward
ward_00037,No (1) Ward,MMR017008703501,township_005,town_005,ward
ward_00038,No (2) Ward,MMR017008703502,township_005,town_005,ward
ward_00039,No (3) Ward,MMR017008703503,township_005,town_005,ward
ward_00040,No (4) Ward,MMR017008703504,township_005,town_005,ward
ward_00041,No (5) Ward,MMR017008703505,township_005,town_005,ward
ward_00042,Aye Mya Thar Yar Ward,MMR017008701522,township_005,town_006,ward
ward_00043,Hpa Yar Gyi Ward,MMR017008701516,township_005,town_006,ward
ward_00044,Ka Naung Su Ward,MMR017008701517,township_005,town_006,ward
ward_00045,Kin Ward,MMR017008701512,township_005,town_006,ward
ward_00046,Lel Ti Kwin Ward,MMR017008701520,township_005,town_006,ward
ward_00047,Let Tha Mar (North) Ward,MMR017008701505,township_005,town_006,ward
ward_00048,Let Tha Mar (South) Ward,MMR017008701523,township_005,town_006,ward
ward_00049,Mya Wa Di Ward,MMR017008701521,township_005,town_006,ward
ward_00050,Nyaung Pin Ward,MMR017008701502,township_005,town_006,ward
ward_00051,Pa Da Myar Ward,MMR017008701518,township_005,town_006,ward
ward_00052,Pa Khan Chaung Ward,MMR017008701513,township_005,town_006,ward
ward_00053,Pan Be Dan Ward,MMR017008701515,township_005,town_006,ward
ward_00054,Pyin Ma Chaung Ward,MMR017008701501,township_005,town_006,ward
ward_00055,Shwe Ku Ward,MMR017008701510,township_005,town_006,ward
ward_00056,Tar Ka Lay Ward,MMR017008701514,township_005,town_006,ward
ward_00057,Tar Ngar Se (North) Ward,MMR017008701503,township_005,town_006,ward
ward_00058,Tar Ngar Se (South) Ward,MMR017008701504,township_005,town_006,ward
ward_00059,Thone Pin Kwin Ward,MMR017008701519,township_005,town_006,ward
ward_00060,U Yin (North) Ward,MMR017008701508,township_005,town_006,ward
ward_00061,U Yin (South) Ward,MMR017008701509,township_005,town_006,ward
ward_00062,Yone Gyi Ward,MMR017008701507,township_005,town_006,ward
ward_00063,Za Kar Ward,MMR017008701511,township_005,town_006,ward
ward_00064,No (1) Ward,MMR017008702501,township_005,town_007,ward
ward_00065,No (2) Ward,MMR017008702502,township_005,town_007,ward
ward_00066,No (3) Ward,MMR017008702503,township_005,town_007,ward
ward_00067,No (4) Ward,MMR017008702504,township_005,town_007,ward
ward_00068,No (5) Ward,MMR017008702505,township_005,town_007,ward
ward_00069,No (1) Ward,MMR017013702501,township_006,town_008,ward
ward_00070,No (2) Ward,MMR017013702502,township_006,town_008,ward
ward_00071,No (3) Ward,MMR017013702503,township_006,town_008,ward
ward_00072,No (4) Ward,MMR017013702504,township_006,town_008,ward
ward_00073,No (5) Ward,MMR017013702505,township_006,town_008,ward
ward_00074,No (1) Ward,MMR017013701501,township_006,town_009,ward
ward_00075,No (2) Ward,MMR017013701502,township_006,town_009,ward
ward_00076,No (3) Ward,MMR017013701503,township_006,town_009,ward
ward_00077,No (1) Ward,MMR017013703501,township_006,town_010,ward
ward_00078,No (2) Ward,MMR017013703502,township_006,town_010,ward
ward_00079,No (3) Ward,MMR017013703503,township_006,town_010,ward
ward_00080,No (4) Ward,MMR017013703504,township_006,town_010,ward
ward_00081,No (1) Ward,MMR017002701501,township_007,town_011,ward
ward_00082,No (2) Ward,MMR017002701502,township_007,town_011,ward
ward_00083,No (3) Ward,MMR017002701503,township_007,town_011,ward
ward_00084,No (4) Ward,MMR017002701504,township_007,town_011,ward
ward_00085,No (5) Ward,MMR017002701505,township_007,town_011,ward
ward_00086,No (6) Ward,MMR017002701506,township_007,town_011,ward
ward_00087,No (7) Ward,MMR017002701507,township_007,town_011,ward
ward_00088,No (1) Ward,MMR017025701501,township_008,town_012,ward
ward_00089,No (2) Ward,MMR017025701502,township_008,town_012,ward
ward_00090,No (3) Ward,MMR017025701503,township_008,town_012,ward
ward_00091,No (4) Ward,MMR017025701504,township_008,town_012,ward
ward_00092,No (5) Ward,MMR017025701505,township_008,town_012,ward
ward_00093,No (6) Ward,MMR017025701506,township_008,town_012,ward
ward_00094,No (1) Ward,MMR017012702501,township_009,town_013,ward
ward_00095,No (2) Ward,MMR017012702502,township_009,town_013,ward
ward_00096,Myo Ma Ward,MMR017012701501,township_009,town_014,ward
ward_00097,Shwe Taung Su Ward,MMR017012701503,township_009,town_014,ward
ward_00098,Ywar Thit Ward,MMR017012701502,township_009,town_014,ward
ward_00099,No (1) Ward,MMR017007701501,township_010,town_015,ward
ward_00100,No (2) Ward,MMR017007701502,township_010,town_015,ward
ward_00101,No (3) Ward,MMR017007701503,township_010,town_015,ward
ward_00102,No (4) Ward,MMR017007701504,township_010,town_015,ward
ward_00103,No (5) Ward,MMR017007701505,township_010,town_015,ward
ward_00104,No (1) Ward,MMR017005702501,township_011,town_016,ward
ward_00105,No (2) Ward,MMR017005702502,township_011,town_016,ward
ward_00106,No (3) Ward,MMR017005702503,township_011,town_016,ward
ward_00107,No (4) Ward,MMR017005702504,township_011,town_016,ward
ward_00108,Aung San Ward,MMR017005701504,township_011,town_017,ward
ward_00109,Mya Wa Di Ward,MMR017005701502,township_011,town_017,ward
ward_00110,Pin Lon Ward,MMR017005701503,township_011,town_017,ward
ward_00111,Tay Za Ward,MMR017005701501,township_011,town_017,ward
ward_00112,No (1) Ward,MMR017016704501,township_012,town_018,ward
ward_00113,No (2) Ward,MMR017016704502,township_012,town_018,ward
ward_00114,No (3) Ward,MMR017016704503,township_012,town_018,ward
ward_00115,No (1) Ward,MMR017016703501,township_012,town_019,ward
ward_00116,No (2) Ward,MMR017016703502,township_012,town_019,ward
ward_00117,No (3) Ward,MMR017016703503,township_012,town_019,ward
ward_00118,No (4) Ward,MMR017016703504,township_012,town_019,ward
ward_00119,No (1) Ward,MMR017016701501,township_012,town_020,ward
ward_00120,No (10) Ward,MMR017016701510,township_012,town_020,ward
ward_00121,No (2) Ward,MMR017016701502,township_012,town_020,ward
ward_00122,No (3) Ward,MMR017016701503,township_012,town_020,ward
ward_00123,No (4) Ward,MMR017016701504,township_012,town_020,ward
ward_00124,No (5) Ward,MMR017016701505,township_012,town_020,ward
ward_00125,No (6) Ward,MMR017016701506,township_012,town_020,ward
ward_00126,No (7) Ward,MMR017016701507,township_012,town_020,ward
ward_00127,No (8) Ward,MMR017016701508,township_012,town_020,ward
ward_00128,No (9) Ward,MMR017016701509,township_012,town_020,ward
ward_00129,No (1) Ward,MMR017016702501,township_012,town_021,ward
ward_00130,No (2) Ward,MMR017016702502,township_012,town_021,ward
ward_00131,No (3) Ward,MMR017016702503,township_012,town_021,ward
ward_00132,No (1) Ward,MMR017010701501,township_013,town_022,ward
ward_00133,No (2) Ward,MMR017010701502,township_013,town_022,ward
ward_00134,No (3) Ward,MMR017010701503,township_013,town_022,ward
ward_00135,No (4) Ward,MMR017010701504,township_013,town_022,ward
ward_00136,No (5) Ward,MMR017010701505,township_013,town_022,ward
ward_00137,Ah Hta Ka (1) Kyaung Ward,MMR017019701506,township_014,town_023,ward
ward_00138,Ah Hta Ka (2) Kyaung Ward,MMR017019701511,township_014,town_023,ward
ward_00139,Aung Myay Thar Zi Ward,MMR017019701509,township_014,town_023,ward
ward_00140,Baw Lone Kwin Ward,MMR017019701502,township_014,town_023,ward
ward_00141,Hlay Seik Myauk Paing Ward,MMR017019701507,township_014,town_023,ward
ward_00142,Hlay Seik Taung Paing Ward,MMR017019701508,township_014,town_023,ward
ward_00143,Ma Har Baw Di Ward,MMR017019701510,township_014,town_023,ward
ward_00144,Myo Lel Kyaung Ward,MMR017019701504,township_014,town_023,ward
ward_00145,Paw Taw Mu Ward,MMR017019701512,township_014,town_023,ward
ward_00146,Sar Yay Kone Ward,MMR017019701501,township_014,town_023,ward
ward_00147,Say Yon Ward,MMR017019701505,township_014,town_023,ward
ward_00148,Zay Ward,MMR017019701503,township_014,town_023,ward
ward_00149,Chan Myayt Thar Yar Ward,MMR017018701513,township_015,town_024,ward
ward_00150,No (1) Ward,MMR017018701501,township_015,town_024,ward
ward_00151,No (10) Ward,MMR017018701510,township_015,town_024,ward
ward_00152,No (11) Ward,MMR017018701511,township_015,town_024,ward
ward_00153,No (12) Ward,MMR017018701512,township_015,town_024,ward
ward_00154,No (2) Ward,MMR017018701502,township_015,town_024,ward
ward_00155,No (3) Ward,MMR017018701503,township_015,town_024,ward
ward_00156,No (4) Ward,MMR017018701504,township_015,town_024,ward
ward_00157,No (5) Ward,MMR017018701505,township_015,town_024,ward
ward_00158,No (6) Ward,MMR017018701506,township_015,town_024,ward
ward_00159,No (7) Ward,MMR017018701507,township_015,town_024,ward
ward_00160,No (8) Ward,MMR017018701508,township_015,town_024,ward
ward_00161,No (9) Ward,MMR017018701509,township_015,town_024,ward
ward_00162,No (1) Ward,MMR017011703501,township_016,town_025,ward
ward_00163,No (2) Ward,MMR017011703502,township_016,town_025,ward
ward_00164,No (3) Ward,MMR017011703503,township_016,town_025,ward
ward_00165,No (4) Ward,MMR017011703504,township_016,town_025,ward
ward_00166,Ah Lel Paing Ward,MMR017011702502,township_016,town_026,ward
ward_00167,Myauk Paing Ward,MMR017011702501,township_016,town_026,ward
ward_00168,Myo Ma Ward,MMR017011702504,township_016,town_026,ward
ward_00169,Yaik Su Ward,MMR017011702505,township_016,town_026,ward
ward_00170,Zay Paing Ward,MMR017011702503,township_016,town_026,ward
ward_00171,No (1) Ward,MMR017011701501,township_016,town_027,ward
ward_00172,No (2) Ward,MMR017011701502,township_016,town_027,ward
ward_00173,No (3) Ward,MMR017011701503,township_016,town_027,ward
ward_00174,No (4) Ward,MMR017011701504,township_016,town_027,ward
ward_00175,No (5) Ward,MMR017011701505,township_016,town_027,ward
ward_00176,No (6) Ward,MMR017011701506,township_016,town_027,ward
ward_00177,Kant Kaw Myaing Ward,MMR017014701512,township_017,town_028,ward
ward_00178,Ma Yan Kone Ward,MMR017014701511,township_017,town_028,ward
ward_00179,Mya Hay Mar Ward,MMR017014701516,township_017,town_028,ward
ward_00180,Mya Kan Thar Ward,MMR017014701513,township_017,town_028,ward
ward_00181,Mya Sandar Ward,MMR017014701515,township_017,town_028,ward
ward_00182,Mya Ya Da Nar Ward,MMR017014701514,township_017,town_028,ward
ward_00183,No (1) Ward,MMR017014701501,township_017,town_028,ward
ward_00184,No (10) Ward,MMR017014701510,township_017,town_028,ward
ward_00185,No (2) Ward,MMR017014701502,township_017,town_028,ward
ward_00186,No (3) Ward,MMR017014701503,township_017,town_028,ward
ward_00187,No (4) Ward,MMR017014701504,township_017,town_028,ward
ward_00188,No (5) Ward,MMR017014701505,township_017,town_028,ward
ward_00189,No (6) Ward,MMR017014701506,township_017,town_028,ward
ward_00190,No (7) Ward,MMR017014701507,township_017,town_028,ward
ward_00191,No (8) Ward,MMR017014701508,township_017,town_028,ward
ward_00192,No (9) Ward,MMR017014701509,township_017,town_028,ward
ward_00193,No (1) Ward,MMR017004703501,township_018,town_029,ward
ward_00194,No (2) Ward,MMR017004703502,township_018,town_029,ward
ward_00195,No (3) Ward,MMR017004703503,township_018,town_029,ward
ward_00196,Ah Nauk Paing Ward,MMR017004701504,township_018,town_030,ward
ward_00197,Ah Shey Paing Ward,MMR017004701503,township_018,town_030,ward
ward_00198,Myauk Paing Ward,MMR017004701501,township_018,town_030,ward
ward_00199,Taung Paing Ward,MMR017004701502,township_018,town_030,ward
ward_00200,No (1) Ward,MMR017004702501,township_018,town_031,ward
ward_00201,No (2) Ward,MMR017004702502,township_018,town_031,ward
ward_00202,No (1) Ward,MMR017021701501,township_019,town_032,ward
ward_00203,No (10) Ward,MMR017021701510,township_019,town_032,ward
ward_00204,No (2) Ward,MMR017021701502,township_019,town_032,ward
ward_00205,No (3) Ward,MMR017021701503,township_019,town_032,ward
ward_00206,No (4) Ward,MMR017021701504,township_019,town_032,ward
ward_00207,No (5) Ward,MMR017021701505,township_019,town_032,ward
ward_00208,No (6) Ward,MMR017021701506,township_019,town_032,ward
ward_00209,No (7) Ward,MMR017021701507,township_019,town_032,ward
ward_00210,No (8) Ward,MMR017021701508,township_019,town_032,ward
ward_00211,No (9) Ward,MMR017021701509,township_019,town_032,ward
ward_00212,Ah Lel Paing Ward,MMR017020701502,township_020,town_033,ward
ward_00213,Ah Nauk Paing Ward,MMR017020701503,township_020,town_033,ward
ward_00214,Ah Shey Paing Ward,MMR017020701501,township_020,town_033,ward
ward_00215,Myo Kwet Thit Ward,MMR017020701504,township_020,town_033,ward
ward_00216,No (1) Ward,MMR017001704501,township_021,town_034,ward
ward_00217,No (2) Ward,MMR017001704502,township_021,town_034,ward
ward_00218,No (3) Ward,MMR017001704503,township_021,town_034,ward
ward_00219,No (1) Ward,MMR017001703501,township_021,town_035,ward
ward_00220,No (2) Ward,MMR017001703502,township_021,town_035,ward
ward_00221,No (3) Ward,MMR017001703503,township_021,town_035,ward
ward_00222,No (4) Ward,MMR017001703504,township_021,town_035,ward
ward_00223,No (1) Ward,MMR017001701501,township_021,town_036,ward
ward_00224,No (10) Ward,MMR017001701510,township_021,town_036,ward
ward_00225,No (11) Ward (Kan To Min Nei Myay),MMR017001701511,township_021,town_036,ward
ward_00226,No (12) Ward (Yae  Kyi U Ward),MMR017001701512,township_021,town_036,ward
ward_00227,No (13) Ward (Shwe Wit Hmon Ward),MMR017001701513,township_021,town_036,ward
ward_00228,No (14) Ward,MMR017001701514,township_021,town_036,ward
ward_00229,No (15) Ward,MMR017001701515,township_021,town_036,ward
ward_00230,No (2) Ward,MMR017001701502,township_021,town_036,ward
ward_00231,No (3) Ward,MMR017001701503,township_021,town_036,ward
ward_00232,No (4) Ward,MMR017001701504,township_021,town_036,ward
ward_00233,No (5) Ward,MMR017001701505,township_021,town_036,ward
ward_00234,No (6) Ward,MMR017001701506,township_021,town_036,ward
ward_00235,No (7) Ward,MMR017001701507,township_021,town_036,ward
ward_00236,No (8) Ward,MMR017001701508,township_021,town_036,ward
ward_00237,No (9) Ward,MMR017001701509,township_021,town_036,ward
ward_00238,No (1) Ward,MMR017001702501,township_021,town_037,ward
ward_00239,No (2) Ward,MMR017001702502,township_021,town_037,ward
ward_00240,No (3) Ward,MMR017001702503,township_021,town_037,ward
ward_00241,No (1) Ward,MMR017023702501,township_022,town_038,ward
ward_00242,No (2) Ward,MMR017023702502,township_022,town_038,ward
ward_00243,No (3) Ward,MMR017023702503,township_022,town_038,ward
ward_00244,No (4) Ward,MMR017023702504,township_022,town_038,ward
ward_00245,No (1) Ward (Da Ni Taw Ward),MMR017023701501,township_022,town_039,ward
ward_00246,No (10) Ward (Kwet Thit (Middle) Ward),MMR017023701510,township_022,town_039,ward
ward_00247,No (11) Ward (Kwet Thit (South) Ward),MMR017023701511,township_022,town_039,ward
ward_00248,No (12) Ward (Sit Tan Ward),MMR017023701512,township_022,town_039,ward
ward_00249,No (13) Ward (Thein Hpa Yar Ward),MMR017023701513,township_022,town_039,ward
ward_00250,No (14) Ward (Sit Kwet Thit Ward),MMR017023701514,township_022,town_039,ward
ward_00251,No (15) Ward (Bo Chyoke Kwet Thit Ward),MMR017023701515,township_022,town_039,ward
ward_00252,No (16) Ward (Ah Gyi Kwet Thit Ward),MMR017023701516,township_022,town_039,ward
ward_00253,No (17) Ward (Leik U Kone Kwet Thit Ward),MMR017023701517,township_022,town_039,ward
ward_00254,No (18) Ward (Kan Taw Min Ga Lar Ward),MMR017023701518,township_022,town_039,ward
ward_00255,No (19) Ward (Tu Myaung Ward),MMR017023701519,township_022,town_039,ward
ward_00256,No (2) Ward (Zay Paing Ward),MMR017023701502,township_022,town_039,ward
ward_00257,No (3) Ward (Myo U Ward),MMR017023701503,township_022,town_039,ward
ward_00258,No (4) Ward (Ma Gyi Tan Ward),MMR017023701504,township_022,town_039,ward
ward_00259,No (5) Ward (Ywa Lel Hpa Yar Ward),MMR017023701505,township_022,town_039,ward
ward_00260,No (6) Ward (Thin Baw Seik Ward),MMR017023701506,township_022,town_039,ward
ward_00261,No (7) Ward (Shwe Gu Chaung Ward),MMR017023701507,township_022,town_039,ward
ward_00262,No (8) Ward (Ah Pyaung Ward),MMR017023701508,township_022,town_039,ward
ward_00263,No (9) Ward (Kwet Thit (North) Ward),MMR017023701509,township_022,town_039,ward
ward_00264,No (1) Ward,MMR017003701501,township_023,town_040,ward
ward_00265,No (2) Ward,MMR017003701502,township_023,town_040,ward
ward_00266,No (3) Ward,MMR017003701503,township_023,town_040,ward
ward_00267,Mya Sein Ward,MMR017017702501,township_024,town_041,ward
ward_00268,Nadi Aung Myay Ward,MMR017017702505,township_024,town_041,ward
ward_00269,Nat Hteik Ward,MMR017017702503,township_024,town_041,ward
ward_00270,Pale Aung Myay Ward,MMR017017702504,township_024,town_041,ward
ward_00271,Thi Ri Hay Mar Ward,MMR017017702502,township_024,town_041,ward
ward_00272,Hlay Kyin Kone Ward (Hlay Kyin Ward),MMR017017701503,township_024,town_042,ward
ward_00273,Htaw Ka Nwut Ward,MMR017017701509,township_024,town_042,ward
ward_00274,Min Paing Ward,MMR017017701513,township_024,town_042,ward
ward_00275,Mya Thein Tan Ward,MMR017017701510,township_024,town_042,ward
ward_00276,Pa Da Myar Ward,MMR017017701506,township_024,town_042,ward
ward_00277,Sar Yay Kone Ward,MMR017017701507,township_024,town_042,ward
ward_00278,Say Yon Ward,MMR017017701511,township_024,town_042,ward
ward_00279,Ta Yoke Tan Ward,MMR017017701502,township_024,town_042,ward
ward_00280,Than Kyoe Taing Ward,MMR017017701514,township_024,town_042,ward
ward_00281,Thaw Ka Ward,MMR017017701501,township_024,town_042,ward
ward_00282,Yae Kyaw Ward,MMR017017701505,township_024,town_042,ward
ward_00283,Ywar Lel Ward,MMR017017701504,township_024,town_042,ward
ward_00284,Ywar Thit Ward,MMR017017701508,township_024,town_042,ward
ward_00285,Zay Ward,MMR017017701512,township_024,town_042,ward
ward_00286,No (1) Ward,MMR017006703501,township_025,town_043,ward
ward_00287,No (2) Ward,MMR017006703502,township_025,town_043,ward
ward_00288,No (3) Ward,MMR017006703503,township_025,town_043,ward
ward_00289,No (4) Ward,MMR017006703504,township_025,town_043,ward
ward_00290,No (5) Ward,MMR017006703505,township_025,town_043,ward
ward_00291,Myo Ma Ward,MMR017006702502,township_025,town_044,ward
ward_00292,Myo Thit Ward,MMR017006702505,township_025,town_044,ward
ward_00293,Nga Wun Ward,MMR017006702503,township_025,town_044,ward
ward_00294,Shey Saung Ward,MMR017006702501,township_025,town_044,ward
ward_00295,Shwe Bo Ward,MMR017006702506,township_025,town_044,ward
ward_00296,Thaung Tan (Aung San) Ward,MMR017006702504,township_025,town_044,ward
ward_00297,Aung San Ward,MMR017006701503,township_025,town_045,ward
ward_00298,Ba Htu Ward,MMR017006701504,township_025,town_045,ward
ward_00299,Myo Ma Ward,MMR017006701505,township_025,town_045,ward
ward_00300,Nay Win Ward,MMR017006701501,township_025,town_045,ward
ward_00301,Sa Yar San Ward,MMR017006701502,township_025,town_045,ward
ward_00302,Kan Nar Ward,MMR017009701501,township_026,town_046,ward
ward_00303,Lan Ma Taw (North) Ward,MMR017009701502,township_026,town_046,ward
ward_00304,Lan Ma Taw (South) Ward,MMR017009701503,township_026,town_046,ward
ward_00305,Nyaung Pin Zay Ward,MMR017009701505,township_026,town_046,ward
ward_00306,San Tan Ward,MMR017009701504,township_026,town_046,ward
ward_00307,Bo Kone Ward,MMR007001701519,township_027,town_047,ward
ward_00308,Han Thar Wa Di Ward,MMR007001701520,township_027,town_047,ward
ward_00309,Hin Thar Kone Ward,MMR007001701518,township_027,town_047,ward
ward_00310,Kyauk Gyi Su Ward,MMR007001701512,township_027,town_047,ward
ward_00311,Leik Pyar Kan Ward,MMR007001701505,township_027,town_047,ward
ward_00312,Ma Zin (Ka Gyi) Ward,MMR007001701515,township_027,town_047,ward
ward_00313,Ma Zin (Kha Gway) Ward,MMR007001701516,township_027,town_047,ward
ward_00314,Ma Zin( Ga Nge) Ward,MMR007001701517,township_027,town_047,ward
ward_00315,Myo Thit Ward,MMR007001701522,township_027,town_047,ward
ward_00316,Myo Twin (East-Ka Gyi) Ward,MMR007001701501,township_027,town_047,ward
ward_00317,Myo Twin (East-Kha Gway) Ward,MMR007001701502,township_027,town_047,ward
ward_00318,Myo Twin (West-Ka Gyi) Ward,MMR007001701503,township_027,town_047,ward
ward_00319,Myo Twin (West-Kha Gway) Ward,MMR007001701504,township_027,town_047,ward
ward_00320,No (1) Ward,MMR007001701523,township_027,town_047,ward
ward_00321,No (2) Ward,MMR007001701524,township_027,town_047,ward
ward_00322,No (3) Ward,MMR007001701525,township_027,town_047,ward
ward_00323,No (4) Ward,MMR007001701526,township_027,town_047,ward
ward_00324,No (5) Ward,MMR007001701527,township_027,town_047,ward
ward_00325,No (6) Ward,MMR007001701528,township_027,town_047,ward
ward_00326,No (7) Ward,MMR007001701529,township_027,town_047,ward
ward_00327,No (8) Ward,MMR007001701530,township_027,town_047,ward
ward_00328,No (9) Ward,MMR007001701531,township_027,town_047,ward
ward_00329,Nyaung Waing (North) Ward,MMR007001701510,township_027,town_047,ward
ward_00330,Nyaung Waing (South) Ward,MMR007001701509,township_027,town_047,ward
ward_00331,Pan Hlaing Ward,MMR007001701507,township_027,town_047,ward
ward_00332,Pon Nar Su Ward,MMR007001701506,township_027,town_047,ward
ward_00333,Thun Hpa Yar Kone Ward,MMR007001701511,township_027,town_047,ward
ward_00334,Ywar Thit Ward,MMR007001701521,township_027,town_047,ward
ward_00335,Zay Paing Ward,MMR007001701508,township_027,town_047,ward
ward_00336,Zyaing Ga Naing (North) Ward,MMR007001701514,township_027,town_047,ward
ward_00337,Zyaing Ga Naing (South) Ward,MMR007001701513,township_027,town_047,ward
ward_00338,Hpa Yar Gyi (1) Ward,MMR007001702501,township_027,town_048,ward
ward_00339,Hpa Yar Gyi (2) Ward,MMR007001702502,township_027,town_048,ward
ward_00340,Hpa Yar Gyi (3) Ward,MMR007001702503,township_027,town_048,ward
ward_00341,No (1) Ward,MMR007001703501,township_027,town_049,ward
ward_00342,No (2) Ward,MMR007001703502,township_027,town_049,ward
ward_00343,No (3) Ward,MMR007001703503,township_027,town_049,ward
ward_00344,No (4) Ward,MMR007001703504,township_027,town_049,ward
ward_00345,No (5) Ward,MMR007001703505,township_027,town_049,ward
ward_00346,No (6) Ward,MMR007001703506,township_027,town_049,ward
ward_00347,Da Yei Mee Ward,MMR007007701508,township_028,town_050,ward
ward_00348,Hpa Aung Wea Ward,MMR007007701509,township_028,town_050,ward
ward_00349,Kon Thei Ward,MMR007007701502,township_028,town_050,ward
ward_00350,Kyaung Su Ward,MMR007007701504,township_028,town_050,ward
ward_00351,Min Te Ward,MMR007007701506,township_028,town_050,ward
ward_00352,Set Kwin Ward,MMR007007701507,township_028,town_050,ward
ward_00353,Than Ta Dar Ward,MMR007007701505,township_028,town_050,ward
ward_00354,War So Ward,MMR007007701503,township_028,town_050,ward
ward_00355,Zay Paing Ward,MMR007007701501,township_028,town_050,ward
ward_00356,Aung Chan Thar Ward,MMR007014701505,township_029,town_051,ward
ward_00357,Aung Min Ga Lar Ward,MMR007014701501,township_029,town_051,ward
ward_00358,Aung Thu Kha Ward,MMR007014701504,township_029,town_051,ward
ward_00359,Seik Gyi Ward,MMR007014701506,township_029,town_051,ward
ward_00360,Thi Ri Hay Mar Ward,MMR007014701502,township_029,town_051,ward
ward_00361,Thi Ri Ya Da Nar Ward,MMR007014701503,township_029,town_051,ward
ward_00362,Kawa Ywar Thit Ward,MMR007003701501,township_030,town_052,ward
ward_00363,Kha May Lay Ward,MMR007003701506,township_030,town_052,ward
ward_00364,Kyaung Gyi Ward,MMR007003701503,township_030,town_052,ward
ward_00365,Min Paing Ward,MMR007003701504,township_030,town_052,ward
ward_00366,Ta Dar Gyi Ward,MMR007003701502,township_030,town_052,ward
ward_00367,Yone Gyi Ward,MMR007003701505,township_030,town_052,ward
ward_00368,Aung Min Ga Lar Ward,MMR007003702502,township_030,town_053,ward
ward_00369,Bu Tar Ward,MMR007003702504,township_030,town_053,ward
ward_00370,Kan Taw Min Ga Lar Ward,MMR007003702501,township_030,town_053,ward
ward_00371,Myo Ma San Pya Ward,MMR007003702505,township_030,town_053,ward
ward_00372,Shwe Pyi Aye Ward,MMR007003702506,township_030,town_053,ward
ward_00373,Zay Gyi Ward,MMR007003702503,township_030,town_053,ward
ward_00374,Bago Ward,MMR007011701501,township_031,town_054,ward
ward_00375,Kat Kyay Ward,MMR007011701503,township_031,town_054,ward
ward_00376,Laung Poke Ward,MMR007011701507,township_031,town_054,ward
ward_00377,Myit Tar Ward,MMR007011701506,township_031,town_054,ward
ward_00378,Sar Tan Ward,MMR007011701502,township_031,town_054,ward
ward_00379,Taungoo Tan Ward,MMR007011701505,township_031,town_054,ward
ward_00380,Thein Tan Ward,MMR007011701504,township_031,town_054,ward
ward_00381,Boe Paik San (1) Ward,MMR007006703501,township_032,town_055,ward
ward_00382,Boe Paik San (2) Ward,MMR007006703502,township_032,town_055,ward
ward_00383,Boe Paik San (3) Ward,MMR007006703503,township_032,town_055,ward
ward_00384,Boe Paik San (4) Ward,MMR007006703504,township_032,town_055,ward
ward_00385,Boe Paik San (5) Ward,MMR007006703505,township_032,town_055,ward
ward_00386,Kwin (North) Ward,MMR007006701505,township_032,town_056,ward
ward_00387,Kwin (South) Ward,MMR007006701504,township_032,town_056,ward
ward_00388,Kwin (West) Ward,MMR007006701501,township_032,town_056,ward
